,RM02/0001,RM02/0002,Year,Month,Time,Group Description,Average_price,PNGASEUUSDM_1,Electricity_1,PNGASEUUSDM_2,Electricity_2,PNGASEUUSDM_3,Electricity_3,PNGASEUUSDM_4,Electricity_4,PNGASEUUSDM_5,Electricity_5,PNGASEUUSDM_6,Electricity_6,PNGASEUUSDM_7,Electricity_7,PNGASEUUSDM_8,Electricity_8,PNGASEUUSDM_9,Electricity_9,PNGASEUUSDM_10,Electricity_10,PNGASEUUSDM_11,Electricity_11,PNGASEUUSDM_12,Electricity_12,AR_1,AR_2,AR_3,AR_4,AR_5,AR_6,AR_7,AR_8,AR_9,AR_10,AR_11,AR_12
34,False,True,2016,6,2016-06-30,alkalis,0.43750000000000006,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,6.49,53.37,6.66,38.8,6.68,35.35,7.3,41.41,0.42166842375,0.4106666666666667,0.38499999999999995,0.382,0.4095,0.408,0.4553333333333333,0.463,0.46875,0.46,0.46666666666666673,0.44166666666666665
35,True,False,2016,6,2016-06-30,alkalis,0.18880762510924232,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,6.49,53.37,6.66,38.8,6.68,35.35,7.3,41.41,0.1864437268490566,0.18021052631578946,0.17490347863160002,0.17263411072246584,0.17838095238095236,0.17631250948621932,0.1787675496479239,0.17949620293301624,0.1806401610564079,0.18213637049509757,0.18038888888888888,0.18317647058823527
36,False,True,2016,7,2016-07-31,alkalis,0.41591842375000004,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,6.49,53.37,6.66,38.8,6.68,35.35,0.43750000000000006,0.42166842375,0.4106666666666667,0.38499999999999995,0.382,0.4095,0.408,0.4553333333333333,0.463,0.46875,0.46,0.46666666666666673
37,True,False,2016,7,2016-07-31,alkalis,0.1839286705615411,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,6.49,53.37,6.66,38.8,6.68,35.35,0.18880762510924232,0.1864437268490566,0.18021052631578946,0.17490347863160002,0.17263411072246584,0.17838095238095236,0.17631250948621932,0.1787675496479239,0.17949620293301624,0.1806401610564079,0.18213637049509757,0.18038888888888888
38,False,True,2016,8,2016-08-31,alkalis,0.417934739,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,6.49,53.37,6.66,38.8,0.41591842375000004,0.43750000000000006,0.42166842375,0.4106666666666667,0.38499999999999995,0.382,0.4095,0.408,0.4553333333333333,0.463,0.46875,0.46
39,True,False,2016,8,2016-08-31,alkalis,0.17866555808753629,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,6.49,53.37,6.66,38.8,0.1839286705615411,0.18880762510924232,0.1864437268490566,0.18021052631578946,0.17490347863160002,0.17263411072246584,0.17838095238095236,0.17631250948621932,0.1787675496479239,0.17949620293301624,0.1806401610564079,0.18213637049509757
40,False,True,2016,9,2016-09-30,alkalis,0.411934739,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,6.49,53.37,0.417934739,0.41591842375000004,0.43750000000000006,0.42166842375,0.4106666666666667,0.38499999999999995,0.382,0.4095,0.408,0.4553333333333333,0.463,0.46875
41,True,False,2016,9,2016-09-30,alkalis,0.1807341320201792,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,6.49,53.37,0.17866555808753629,0.1839286705615411,0.18880762510924232,0.1864437268490566,0.18021052631578946,0.17490347863160002,0.17263411072246584,0.17838095238095236,0.17631250948621932,0.1787675496479239,0.17949620293301624,0.1806401610564079
42,False,True,2016,10,2016-10-31,alkalis,0.3675,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,0.411934739,0.417934739,0.41591842375000004,0.43750000000000006,0.42166842375,0.4106666666666667,0.38499999999999995,0.382,0.4095,0.408,0.4553333333333333,0.463
43,True,False,2016,10,2016-10-31,alkalis,0.185667182589722,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,6.01,49.48,0.1807341320201792,0.17866555808753629,0.1839286705615411,0.18880762510924232,0.1864437268490566,0.18021052631578946,0.17490347863160002,0.17263411072246584,0.17838095238095236,0.17631250948621932,0.1787675496479239,0.17949620293301624
44,False,True,2016,11,2016-11-30,alkalis,0.3734456158333333,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,0.3675,0.411934739,0.417934739,0.41591842375000004,0.43750000000000006,0.42166842375,0.4106666666666667,0.38499999999999995,0.382,0.4095,0.408,0.4553333333333333
45,True,False,2016,11,2016-11-30,alkalis,0.18592337334117398,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,5.87,49.75,0.185667182589722,0.1807341320201792,0.17866555808753629,0.1839286705615411,0.18880762510924232,0.1864437268490566,0.18021052631578946,0.17490347863160002,0.17263411072246584,0.17838095238095236,0.17631250948621932,0.1787675496479239
46,False,True,2016,12,2016-12-31,alkalis,0.39053560125,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,0.3734456158333333,0.3675,0.411934739,0.417934739,0.41591842375000004,0.43750000000000006,0.42166842375,0.4106666666666667,0.38499999999999995,0.382,0.4095,0.408
47,True,False,2016,12,2016-12-31,alkalis,0.1848098711844631,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,5.81,48.38,0.18592337334117398,0.185667182589722,0.1807341320201792,0.17866555808753629,0.1839286705615411,0.18880762510924232,0.1864437268490566,0.18021052631578946,0.17490347863160002,0.17263411072246584,0.17838095238095236,0.17631250948621932
48,False,True,2017,1,2017-01-31,alkalis,0.368428481,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,0.39053560125,0.3734456158333333,0.3675,0.411934739,0.417934739,0.41591842375000004,0.43750000000000006,0.42166842375,0.4106666666666667,0.38499999999999995,0.382,0.4095
49,True,False,2017,1,2017-01-31,alkalis,0.1976162173425509,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,5.09,41.42,0.1848098711844631,0.18592337334117398,0.185667182589722,0.1807341320201792,0.17866555808753629,0.1839286705615411,0.18880762510924232,0.1864437268490566,0.18021052631578946,0.17490347863160002,0.17263411072246584,0.17838095238095236
50,False,True,2017,2,2017-02-28,alkalis,0.4025188391666667,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,0.368428481,0.39053560125,0.3734456158333333,0.3675,0.411934739,0.417934739,0.41591842375000004,0.43750000000000006,0.42166842375,0.4106666666666667,0.38499999999999995,0.382
51,True,False,2017,2,2017-02-28,alkalis,0.18669583544969165,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,4.79,38.14,0.1976162173425509,0.1848098711844631,0.18592337334117398,0.185667182589722,0.1807341320201792,0.17866555808753629,0.1839286705615411,0.18880762510924232,0.1864437268490566,0.18021052631578946,0.17490347863160002,0.17263411072246584
52,False,True,2017,3,2017-03-31,alkalis,0.397022607,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,0.4025188391666667,0.368428481,0.39053560125,0.3734456158333333,0.3675,0.411934739,0.417934739,0.41591842375000004,0.43750000000000006,0.42166842375,0.4106666666666667,0.38499999999999995
53,True,False,2017,3,2017-03-31,alkalis,0.19216991941546793,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,4.09,28.95,0.18669583544969165,0.1976162173425509,0.1848098711844631,0.18592337334117398,0.185667182589722,0.1807341320201792,0.17866555808753629,0.1839286705615411,0.18880762510924232,0.1864437268490566,0.18021052631578946,0.17490347863160002
54,False,True,2017,4,2017-04-24,alkalis,0.31966666666666665,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,0.397022607,0.4025188391666667,0.368428481,0.39053560125,0.3734456158333333,0.3675,0.411934739,0.417934739,0.41591842375000004,0.43750000000000006,0.42166842375,0.4106666666666667
55,True,False,2017,4,2017-04-30,alkalis,0.20622540366613257,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,4.02,25.25,0.19216991941546793,0.18669583544969165,0.1976162173425509,0.1848098711844631,0.18592337334117398,0.185667182589722,0.1807341320201792,0.17866555808753629,0.1839286705615411,0.18880762510924232,0.1864437268490566,0.18021052631578946
56,False,True,2017,5,2017-05-24,alkalis,0.398316349,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,0.31966666666666665,0.397022607,0.4025188391666667,0.368428481,0.39053560125,0.3734456158333333,0.3675,0.411934739,0.417934739,0.41591842375000004,0.43750000000000006,0.42166842375
57,True,False,2017,5,2017-05-31,alkalis,0.20302419957150653,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,3.99,23.64,0.20622540366613257,0.19216991941546793,0.18669583544969165,0.1976162173425509,0.1848098711844631,0.18592337334117398,0.185667182589722,0.1807341320201792,0.17866555808753629,0.1839286705615411,0.18880762510924232,0.1864437268490566
58,False,True,2017,6,2017-06-30,alkalis,0.3516904008333333,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,0.398316349,0.31966666666666665,0.397022607,0.4025188391666667,0.368428481,0.39053560125,0.3734456158333333,0.3675,0.411934739,0.417934739,0.41591842375000004,0.43750000000000006
59,True,False,2017,6,2017-06-30,alkalis,0.20829574592111388,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,4.04,24.61,0.20302419957150653,0.20622540366613257,0.19216991941546793,0.18669583544969165,0.1976162173425509,0.1848098711844631,0.18592337334117398,0.185667182589722,0.1807341320201792,0.17866555808753629,0.1839286705615411,0.18880762510924232
60,False,True,2017,7,2017-07-31,alkalis,0.40210345,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,0.3516904008333333,0.398316349,0.31966666666666665,0.397022607,0.4025188391666667,0.368428481,0.39053560125,0.3734456158333333,0.3675,0.411934739,0.417934739,0.41591842375000004
61,True,False,2017,7,2017-07-31,alkalis,0.2242112743088448,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,4.3,26.04,0.20829574592111388,0.20302419957150653,0.20622540366613257,0.19216991941546793,0.18669583544969165,0.1976162173425509,0.1848098711844631,0.18592337334117398,0.185667182589722,0.1807341320201792,0.17866555808753629,0.1839286705615411
62,False,True,2017,8,2017-08-31,alkalis,0.364609835,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,0.40210345,0.3516904008333333,0.398316349,0.31966666666666665,0.397022607,0.4025188391666667,0.368428481,0.39053560125,0.3734456158333333,0.3675,0.411934739,0.417934739
63,True,False,2017,8,2017-08-31,alkalis,0.24306181365568094,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,4.25,26.62,0.2242112743088448,0.20829574592111388,0.20302419957150653,0.20622540366613257,0.19216991941546793,0.18669583544969165,0.1976162173425509,0.1848098711844631,0.18592337334117398,0.185667182589722,0.1807341320201792,0.17866555808753629
64,False,True,2017,9,2017-09-30,alkalis,0.33402034357142857,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,0.364609835,0.40210345,0.3516904008333333,0.398316349,0.31966666666666665,0.397022607,0.4025188391666667,0.368428481,0.39053560125,0.3734456158333333,0.3675,0.411934739
65,True,False,2017,9,2017-09-30,alkalis,0.23074199840971385,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,3.96,33.32,0.24306181365568094,0.2242112743088448,0.20829574592111388,0.20302419957150653,0.20622540366613257,0.19216991941546793,0.18669583544969165,0.1976162173425509,0.1848098711844631,0.18592337334117398,0.185667182589722,0.1807341320201792
66,False,True,2017,10,2017-10-31,alkalis,0.41401261375000004,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,0.33402034357142857,0.364609835,0.40210345,0.3516904008333333,0.398316349,0.31966666666666665,0.397022607,0.4025188391666667,0.368428481,0.39053560125,0.3734456158333333,0.3675
67,True,False,2017,10,2017-10-31,alkalis,0.27409350196570864,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,4.01,35.49,0.23074199840971385,0.24306181365568094,0.2242112743088448,0.20829574592111388,0.20302419957150653,0.20622540366613257,0.19216991941546793,0.18669583544969165,0.1976162173425509,0.1848098711844631,0.18592337334117398,0.185667182589722
68,False,True,2017,11,2017-11-30,alkalis,0.325,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,0.41401261375000004,0.33402034357142857,0.364609835,0.40210345,0.3516904008333333,0.398316349,0.31966666666666665,0.397022607,0.4025188391666667,0.368428481,0.39053560125,0.3734456158333333
69,True,False,2017,11,2017-11-30,alkalis,0.2836705457215755,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,4.54,49.21,0.27409350196570864,0.23074199840971385,0.24306181365568094,0.2242112743088448,0.20829574592111388,0.20302419957150653,0.20622540366613257,0.19216991941546793,0.18669583544969165,0.1976162173425509,0.1848098711844631,0.18592337334117398
70,False,True,2017,12,2017-12-31,alkalis,0.36100720785714285,6.73403752405179,57.07,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,0.325,0.41401261375000004,0.33402034357142857,0.364609835,0.40210345,0.3516904008333333,0.398316349,0.31966666666666665,0.397022607,0.4025188391666667,0.368428481,0.39053560125
71,True,False,2017,12,2017-12-31,alkalis,0.3028264484569865,6.73403752405179,57.07,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,5.16,71.85,0.2836705457215755,0.27409350196570864,0.23074199840971385,0.24306181365568094,0.2242112743088448,0.20829574592111388,0.20302419957150653,0.20622540366613257,0.19216991941546793,0.18669583544969165,0.1976162173425509,0.1848098711844631
72,False,True,2018,1,2018-01-31,alkalis,0.393316349,7.20979162558986,56.42,6.73403752405179,57.07,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,0.36100720785714285,0.325,0.41401261375000004,0.33402034357142857,0.364609835,0.40210345,0.3516904008333333,0.398316349,0.31966666666666665,0.397022607,0.4025188391666667,0.368428481
73,True,False,2018,1,2018-01-31,alkalis,0.32394952153750983,7.20979162558986,56.42,6.73403752405179,57.07,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,6.27813985858586,64.31,0.3028264484569865,0.2836705457215755,0.27409350196570864,0.23074199840971385,0.24306181365568094,0.2242112743088448,0.20829574592111388,0.20302419957150653,0.20622540366613257,0.19216991941546793,0.18669583544969165,0.1976162173425509
74,False,True,2018,2,2018-02-28,alkalis,0.36015277875,6.6483033104452,58.38,7.20979162558986,56.42,6.73403752405179,57.07,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,0.393316349,0.36100720785714285,0.325,0.41401261375000004,0.33402034357142857,0.364609835,0.40210345,0.3516904008333333,0.398316349,0.31966666666666665,0.397022607,0.4025188391666667
75,True,False,2018,2,2018-02-28,alkalis,0.3217724967861436,6.6483033104452,58.38,7.20979162558986,56.42,6.73403752405179,57.07,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,6.10029830555555,49.1,0.32394952153750983,0.3028264484569865,0.2836705457215755,0.27409350196570864,0.23074199840971385,0.24306181365568094,0.2242112743088448,0.20829574592111388,0.20302419957150653,0.20622540366613257,0.19216991941546793,0.18669583544969165
76,False,True,2018,3,2018-03-31,alkalis,0.36740277875,7.84103556202786,55.31,6.6483033104452,58.38,7.20979162558986,56.42,6.73403752405179,57.07,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,0.36015277875,0.393316349,0.36100720785714285,0.325,0.41401261375000004,0.33402034357142857,0.364609835,0.40210345,0.3516904008333333,0.398316349,0.31966666666666665,0.397022607
77,True,False,2018,3,2018-03-31,alkalis,0.31777428767454513,7.84103556202786,55.31,6.6483033104452,58.38,7.20979162558986,56.42,6.73403752405179,57.07,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,4.94502034782608,46.83,0.3217724967861436,0.32394952153750983,0.3028264484569865,0.2836705457215755,0.27409350196570864,0.23074199840971385,0.24306181365568094,0.2242112743088448,0.20829574592111388,0.20302419957150653,0.20622540366613257,0.19216991941546793
78,False,True,2018,4,2018-04-30,alkalis,0.393887868,8.53636130051361,42.08,7.84103556202786,55.31,6.6483033104452,58.38,7.20979162558986,56.42,6.73403752405179,57.07,5.8925193535705,43.73,6.04060639329964,35.6,5.53605864288667,32.43,5.09602758292347,34.86,4.98381825297843,33.51,5.07717077404447,32.56,5.03512731388889,38.91,0.36740277875,0.36015277875,0.393316349,0.36100720785714285,0.325,0.41401261375000004,0.33402034357142857,0.364609835,0.40210345,0.3516904008333333,0.398316349,0.31966666666666665
