,RM10/0001,RM10/0002,Year,Month,Time,Group Description,Average_price,PNGASEUUSDM_1,PPOILUSDM_1,Electricity_1,PNGASEUUSDM_2,PPOILUSDM_2,Electricity_2,PNGASEUUSDM_3,PPOILUSDM_3,Electricity_3,PNGASEUUSDM_4,PPOILUSDM_4,Electricity_4,PNGASEUUSDM_5,PPOILUSDM_5,Electricity_5,PNGASEUUSDM_6,PPOILUSDM_6,Electricity_6,PNGASEUUSDM_7,PPOILUSDM_7,Electricity_7,PNGASEUUSDM_8,PPOILUSDM_8,Electricity_8,PNGASEUUSDM_9,PPOILUSDM_9,Electricity_9,PNGASEUUSDM_10,PPOILUSDM_10,Electricity_10,PNGASEUUSDM_11,PPOILUSDM_11,Electricity_11,PNGASEUUSDM_12,PPOILUSDM_12,Electricity_12,AR_1,AR_2,AR_3,AR_4,AR_5,AR_6,AR_7,AR_8,AR_9,AR_10,AR_11,AR_12
77,False,True,2021,6,2021-06-30,anionic surfactant,1.6560625372325002,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.5214366590000001,1.55762644,1.6072262433333335,1.4497291458333335,1.5514828453440002,1.4491743225,1.36201394414,1.5702512800000001,1.4476092645454546,1.3183071575,1.4758282255,1.2750000000000001
78,False,True,2021,7,2021-07-31,anionic surfactant,1.566852416875,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.6560625372325002,1.5214366590000001,1.55762644,1.6072262433333335,1.4497291458333335,1.5514828453440002,1.4491743225,1.36201394414,1.5702512800000001,1.4476092645454546,1.3183071575,1.4758282255
79,False,True,2021,8,2021-08-31,anionic surfactant,1.5262952361111113,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.566852416875,1.6560625372325002,1.5214366590000001,1.55762644,1.6072262433333335,1.4497291458333335,1.5514828453440002,1.4491743225,1.36201394414,1.5702512800000001,1.4476092645454546,1.3183071575
80,False,True,2021,9,2021-09-30,anionic surfactant,1.6521408557142858,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,1.5262952361111113,1.566852416875,1.6560625372325002,1.5214366590000001,1.55762644,1.6072262433333335,1.4497291458333335,1.5514828453440002,1.4491743225,1.36201394414,1.5702512800000001,1.4476092645454546
81,False,True,2021,10,2021-10-31,anionic surfactant,1.763203584,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,1.6521408557142858,1.5262952361111113,1.566852416875,1.6560625372325002,1.5214366590000001,1.55762644,1.6072262433333335,1.4497291458333335,1.5514828453440002,1.4491743225,1.36201394414,1.5702512800000001
82,False,True,2021,11,2021-11-30,anionic surfactant,1.7633942441000001,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,1.763203584,1.6521408557142858,1.5262952361111113,1.566852416875,1.6560625372325002,1.5214366590000001,1.55762644,1.6072262433333335,1.4497291458333335,1.5514828453440002,1.4491743225,1.36201394414
83,False,True,2021,12,2021-12-31,anionic surfactant,1.5752648840000003,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,1.7633942441000001,1.763203584,1.6521408557142858,1.5262952361111113,1.566852416875,1.6560625372325002,1.5214366590000001,1.55762644,1.6072262433333335,1.4497291458333335,1.5514828453440002,1.4491743225
84,False,True,2022,1,2022-01-31,anionic surfactant,1.754866756666667,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,1.5752648840000003,1.7633942441000001,1.763203584,1.6521408557142858,1.5262952361111113,1.566852416875,1.6560625372325002,1.5214366590000001,1.55762644,1.6072262433333335,1.4497291458333335,1.5514828453440002
85,False,True,2022,2,2022-02-28,anionic surfactant,1.9399798925000002,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,1.754866756666667,1.5752648840000003,1.7633942441000001,1.763203584,1.6521408557142858,1.5262952361111113,1.566852416875,1.6560625372325002,1.5214366590000001,1.55762644,1.6072262433333335,1.4497291458333335
86,False,True,2022,3,2022-03-31,anionic surfactant,1.9166310208333337,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,1.9399798925000002,1.754866756666667,1.5752648840000003,1.7633942441000001,1.763203584,1.6521408557142858,1.5262952361111113,1.566852416875,1.6560625372325002,1.5214366590000001,1.55762644,1.6072262433333335
87,False,True,2022,4,2022-04-30,anionic surfactant,2.022561439514286,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,7.28272360640966,1036.29341179646,44.17,1.9166310208333337,1.9399798925000002,1.754866756666667,1.5752648840000003,1.7633942441000001,1.763203584,1.6521408557142858,1.5262952361111113,1.566852416875,1.6560625372325002,1.5214366590000001,1.55762644
88,False,True,2022,5,2022-05-31,anionic surfactant,2.0880044750000004,31.989874304408,1613.0743554943,277.19,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,9.00470403539613,1104.58493292694,46.58,2.022561439514286,1.9166310208333337,1.9399798925000002,1.754866756666667,1.5752648840000003,1.7633942441000001,1.763203584,1.6521408557142858,1.5262952361111113,1.566852416875,1.6560625372325002,1.5214366590000001
89,False,True,2022,6,2022-06-30,anionic surfactant,2.3435256414285712,27.4641664315955,1601.22210374741,239.17,31.989874304408,1613.0743554943,277.19,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,10.3241391134511,920.962647934837,58.44,2.0880044750000004,2.022561439514286,1.9166310208333337,1.9399798925000002,1.754866756666667,1.5752648840000003,1.7633942441000001,1.763203584,1.6521408557142858,1.5262952361111113,1.566852416875,1.6560625372325002
90,False,True,2022,7,2022-07-31,anionic surfactant,2.3795844950222227,32.9126072213829,1322.18462139461,210.12,27.4641664315955,1601.22210374741,239.17,31.989874304408,1613.0743554943,277.19,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,12.5242466046791,1010.22385393131,65.07,2.3435256414285712,2.0880044750000004,2.022561439514286,1.9166310208333337,1.9399798925000002,1.754866756666667,1.5752648840000003,1.7633942441000001,1.763203584,1.6521408557142858,1.5262952361111113,1.566852416875
91,False,True,2022,8,2022-08-31,anionic surfactant,2.3254169983333335,51.1459125230765,902.891147870967,190.73,32.9126072213829,1322.18462139461,210.12,27.4641664315955,1601.22210374741,239.17,31.989874304408,1613.0743554943,277.19,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,15.2790291163123,1077.78061255766,77.7,2.3795844950222227,2.3435256414285712,2.0880044750000004,2.022561439514286,1.9166310208333337,1.9399798925000002,1.754866756666667,1.5752648840000003,1.7633942441000001,1.763203584,1.6521408557142858,1.5262952361111113
92,False,True,2022,9,2022-09-30,anionic surfactant,2.3578603086250003,69.9772393267167,926.324432586423,310.12,51.1459125230765,902.891147870967,190.73,32.9126072213829,1322.18462139461,210.12,27.4641664315955,1601.22210374741,239.17,31.989874304408,1613.0743554943,277.19,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,22.2328272437545,1105.97830115752,92.46,2.3254169983333335,2.3795844950222227,2.3435256414285712,2.0880044750000004,2.022561439514286,1.9166310208333337,1.9399798925000002,1.754866756666667,1.5752648840000003,1.7633942441000001,1.763203584,1.6521408557142858
93,False,True,2022,10,2022-10-31,anionic surfactant,2.8438208906840003,55.1791274012054,794.488878874876,390.53,69.9772393267167,926.324432586423,310.12,51.1459125230765,902.891147870967,190.73,32.9126072213829,1322.18462139461,210.12,27.4641664315955,1601.22210374741,239.17,31.989874304408,1613.0743554943,277.19,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,29.8141428882624,1238.17285657319,114.54,2.3578603086250003,2.3254169983333335,2.3795844950222227,2.3435256414285712,2.0880044750000004,2.022561439514286,1.9166310208333337,1.9399798925000002,1.754866756666667,1.5752648840000003,1.7633942441000001,1.763203584
94,False,True,2022,11,2022-11-30,anionic surfactant,2.27576389375,20.8066368517553,796.676318197842,501.92,55.1791274012054,794.488878874876,390.53,69.9772393267167,926.324432586423,310.12,51.1459125230765,902.891147870967,190.73,32.9126072213829,1322.18462139461,210.12,27.4641664315955,1601.22210374741,239.17,31.989874304408,1613.0743554943,277.19,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,27.383826081171,1279.64081229113,195.42,2.8438208906840003,2.3578603086250003,2.3254169983333335,2.3795844950222227,2.3435256414285712,2.0880044750000004,2.022561439514286,1.9166310208333337,1.9399798925000002,1.754866756666667,1.5752648840000003,1.7633942441000001
95,False,True,2022,12,2022-12-31,anionic surfactant,2.366141004,28.7908046199839,875.659936221517,443.17,20.8066368517553,796.676318197842,501.92,55.1791274012054,794.488878874876,390.53,69.9772393267167,926.324432586423,310.12,51.1459125230765,902.891147870967,190.73,32.9126072213829,1322.18462139461,210.12,27.4641664315955,1601.22210374741,239.17,31.989874304408,1613.0743554943,277.19,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,37.3633630624997,1207.46390510091,182.32,2.27576389375,2.8438208906840003,2.3578603086250003,2.3254169983333335,2.3795844950222227,2.3435256414285712,2.0880044750000004,2.022561439514286,1.9166310208333337,1.9399798925000002,1.754866756666667,1.5752648840000003
96,False,True,2023,1,2023-01-31,anionic surfactant,2.5448810411500005,35.3687312140632,887.10700458863,311.82,28.7908046199839,875.659936221517,443.17,20.8066368517553,796.676318197842,501.92,55.1791274012054,794.488878874876,390.53,69.9772393267167,926.324432586423,310.12,51.1459125230765,902.891147870967,190.73,32.9126072213829,1322.18462139461,210.12,27.4641664315955,1601.22210374741,239.17,31.989874304408,1613.0743554943,277.19,41.727688313072,1652.71639279719,195.07,26.9842813404776,1458.06977711168,317.22,27.8909447947364,1293.59521574041,236.2,2.366141004,2.27576389375,2.8438208906840003,2.3578603086250003,2.3254169983333335,2.3795844950222227,2.3435256414285712,2.0880044750000004,2.022561439514286,1.9166310208333337,1.9399798925000002,1.754866756666667
