,RM01/0001,RM01/0004,RM01/0006,RM01/0007,Year,Month,Time,Group Description,Average_price,PNGASEUUSDM_1,PWHEAMTUSDM_1,WPU0652013A_1,Electricity_1,PNGASEUUSDM_2,PWHEAMTUSDM_2,WPU0652013A_2,Electricity_2,PNGASEUUSDM_3,PWHEAMTUSDM_3,WPU0652013A_3,Electricity_3,PNGASEUUSDM_4,PWHEAMTUSDM_4,WPU0652013A_4,Electricity_4,PNGASEUUSDM_5,PWHEAMTUSDM_5,WPU0652013A_5,Electricity_5,PNGASEUUSDM_6,PWHEAMTUSDM_6,WPU0652013A_6,Electricity_6,PNGASEUUSDM_7,PWHEAMTUSDM_7,WPU0652013A_7,Electricity_7,PNGASEUUSDM_8,PWHEAMTUSDM_8,WPU0652013A_8,Electricity_8,PNGASEUUSDM_9,PWHEAMTUSDM_9,WPU0652013A_9,Electricity_9,PNGASEUUSDM_10,PWHEAMTUSDM_10,WPU0652013A_10,Electricity_10,PNGASEUUSDM_11,PWHEAMTUSDM_11,WPU0652013A_11,Electricity_11,PNGASEUUSDM_12,PWHEAMTUSDM_12,WPU0652013A_12,Electricity_12,AR_1,AR_2,AR_3,AR_4,AR_5,AR_6,AR_7,AR_8,AR_9,AR_10,AR_11,AR_12
70,False,True,False,False,2018,11,2018-11-30,acid,0.6966666666666667,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,7.84103556202786,172.289119122807,81.1,55.31,6.6483033104452,156.388044126984,76.4,58.38,7.20979162558986,147.1032695,75.8,56.42,6.73403752405179,138.045955666667,72.4,57.07,0.7135,0.8022500000000001,0.7693333333333333,0.7746249999999999,0.8099999999999999,0.804,0.828,0.7866666666666666,0.8099999999999999,0.751375,0.68,0.68
71,True,False,False,False,2018,11,2018-11-30,acid,0.7404166666666666,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,7.84103556202786,172.289119122807,81.1,55.31,6.6483033104452,156.388044126984,76.4,58.38,7.20979162558986,147.1032695,75.8,56.42,6.73403752405179,138.045955666667,72.4,57.07,0.7407692307692307,0.7728571428571429,0.7749999999999999,0.7499999999999999,0.6669999999999999,0.6723636363636363,0.6395555555555554,0.542875,0.5394444444444445,0.5371,0.47824999999999995,0.4785454545454545
72,False,True,False,False,2018,12,2018-12-26,acid,0.7062499999999999,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,7.84103556202786,172.289119122807,81.1,55.31,6.6483033104452,156.388044126984,76.4,58.38,7.20979162558986,147.1032695,75.8,56.42,0.6966666666666667,0.7135,0.8022500000000001,0.7693333333333333,0.7746249999999999,0.8099999999999999,0.804,0.828,0.7866666666666666,0.8099999999999999,0.751375,0.68
73,True,False,False,False,2018,12,2018-12-31,acid,0.7457142857142857,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,7.84103556202786,172.289119122807,81.1,55.31,6.6483033104452,156.388044126984,76.4,58.38,7.20979162558986,147.1032695,75.8,56.42,0.7404166666666666,0.7407692307692307,0.7728571428571429,0.7749999999999999,0.7499999999999999,0.6669999999999999,0.6723636363636363,0.6395555555555554,0.542875,0.5394444444444445,0.5371,0.47824999999999995
74,False,True,False,False,2019,1,2019-01-31,acid,0.683,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,7.84103556202786,172.289119122807,81.1,55.31,6.6483033104452,156.388044126984,76.4,58.38,0.7062499999999999,0.6966666666666667,0.7135,0.8022500000000001,0.7693333333333333,0.7746249999999999,0.8099999999999999,0.804,0.828,0.7866666666666666,0.8099999999999999,0.751375
75,True,False,False,False,2019,1,2019-01-31,acid,0.6510363571613571,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,7.84103556202786,172.289119122807,81.1,55.31,6.6483033104452,156.388044126984,76.4,58.38,0.7457142857142857,0.7404166666666666,0.7407692307692307,0.7728571428571429,0.7749999999999999,0.7499999999999999,0.6669999999999999,0.6723636363636363,0.6395555555555554,0.542875,0.5394444444444445,0.5371
76,False,True,False,False,2019,2,2019-02-28,acid,0.6108183520599251,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,7.84103556202786,172.289119122807,81.1,55.31,0.683,0.7062499999999999,0.6966666666666667,0.7135,0.8022500000000001,0.7693333333333333,0.7746249999999999,0.8099999999999999,0.804,0.828,0.7866666666666666,0.8099999999999999
77,True,False,False,False,2019,2,2019-02-28,acid,0.6044888810861423,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,7.84103556202786,172.289119122807,81.1,55.31,0.6510363571613571,0.7457142857142857,0.7404166666666666,0.7407692307692307,0.7728571428571429,0.7749999999999999,0.7499999999999999,0.6669999999999999,0.6723636363636363,0.6395555555555554,0.542875,0.5394444444444445
78,False,True,False,False,2019,3,2019-03-28,acid,0.6044,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,0.6108183520599251,0.683,0.7062499999999999,0.6966666666666667,0.7135,0.8022500000000001,0.7693333333333333,0.7746249999999999,0.8099999999999999,0.804,0.828,0.7866666666666666
79,True,False,False,False,2019,3,2019-03-29,acid,0.6086266714251725,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,8.53636130051361,180.918815873016,81.0,42.08,0.6044888810861423,0.6510363571613571,0.7457142857142857,0.7404166666666666,0.7407692307692307,0.7728571428571429,0.7749999999999999,0.7499999999999999,0.6669999999999999,0.6723636363636363,0.6395555555555554,0.542875
80,False,True,False,False,2019,4,2019-04-30,acid,0.6307142857142857,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,0.6044,0.6108183520599251,0.683,0.7062499999999999,0.6966666666666667,0.7135,0.8022500000000001,0.7693333333333333,0.7746249999999999,0.8099999999999999,0.804,0.828
81,True,False,False,False,2019,4,2019-04-30,acid,0.5745818312434691,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,7.06473256709682,180.376409365079,81.1,39.89,0.6086266714251725,0.6044888810861423,0.6510363571613571,0.7457142857142857,0.7404166666666666,0.7407692307692307,0.7728571428571429,0.7749999999999999,0.7499999999999999,0.6669999999999999,0.6723636363636363,0.6395555555555554
82,False,True,False,False,2019,5,2019-05-28,acid,0.5775,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,0.6307142857142857,0.6044,0.6108183520599251,0.683,0.7062499999999999,0.6966666666666667,0.7135,0.8022500000000001,0.7693333333333333,0.7746249999999999,0.8099999999999999,0.804
83,True,False,False,False,2019,5,2019-05-29,acid,0.5731076809788149,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,7.46086307392455,192.70383,80.4,36.2,0.5745818312434691,0.6086266714251725,0.6044888810861423,0.6510363571613571,0.7457142857142857,0.7404166666666666,0.7407692307692307,0.7728571428571429,0.7749999999999999,0.7499999999999999,0.6669999999999999,0.6723636363636363
84,False,True,False,False,2019,6,2019-06-30,acid,0.55,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,0.5775,0.6307142857142857,0.6044,0.6108183520599251,0.683,0.7062499999999999,0.6966666666666667,0.7135,0.8022500000000001,0.7693333333333333,0.7746249999999999,0.8099999999999999
85,True,False,False,False,2019,6,2019-06-30,acid,0.5800500089863407,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,7.50442301005288,193.07921984127,79.2,44.5,0.5731076809788149,0.5745818312434691,0.6086266714251725,0.6044888810861423,0.6510363571613571,0.7457142857142857,0.7404166666666666,0.7407692307692307,0.7728571428571429,0.7749999999999999,0.7499999999999999,0.6669999999999999
86,False,True,False,False,2019,7,2019-07-31,acid,0.46888888888888886,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,0.55,0.5775,0.6307142857142857,0.6044,0.6108183520599251,0.683,0.7062499999999999,0.6966666666666667,0.7135,0.8022500000000001,0.7693333333333333,0.7746249999999999
87,True,False,False,False,2019,7,2019-07-31,acid,0.5458823529411765,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,7.62106268282328,196.806077460317,77.0,49.36,0.5800500089863407,0.5731076809788149,0.5745818312434691,0.6086266714251725,0.6044888810861423,0.6510363571613571,0.7457142857142857,0.7404166666666666,0.7407692307692307,0.7728571428571429,0.7749999999999999,0.7499999999999999
88,False,True,False,False,2019,8,2019-08-28,acid,0.415,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,0.46888888888888886,0.55,0.5775,0.6307142857142857,0.6044,0.6108183520599251,0.683,0.7062499999999999,0.6966666666666667,0.7135,0.8022500000000001,0.7693333333333333
89,True,False,False,False,2019,8,2019-08-30,acid,0.5384545454545454,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,8.10411407925839,211.29205884058,77.3,54.18,0.5458823529411765,0.5800500089863407,0.5731076809788149,0.5745818312434691,0.6086266714251725,0.6044888810861423,0.6510363571613571,0.7457142857142857,0.7404166666666666,0.7407692307692307,0.7728571428571429,0.7749999999999999
90,False,True,False,False,2019,9,2019-09-30,acid,0.5214285714285715,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,0.415,0.46888888888888886,0.55,0.5775,0.6307142857142857,0.6044,0.6108183520599251,0.683,0.7062499999999999,0.6966666666666667,0.7135,0.8022500000000001
91,True,False,False,False,2019,9,2019-09-30,acid,0.5339999999999999,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,9.51888018341773,191.144421754386,78.3,69.08,0.5384545454545454,0.5458823529411765,0.5800500089863407,0.5731076809788149,0.5745818312434691,0.6086266714251725,0.6044888810861423,0.6510363571613571,0.7457142857142857,0.7404166666666666,0.7407692307692307,0.7728571428571429
92,False,True,False,False,2019,10,2019-10-31,acid,0.49,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,0.5214285714285715,0.415,0.46888888888888886,0.55,0.5775,0.6307142857142857,0.6044,0.6108183520599251,0.683,0.7062499999999999,0.6966666666666667,0.7135
93,True,False,False,False,2019,10,2019-10-31,acid,0.5195454545454545,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,8.59591459921168,188.461606666667,81.7,79.88,0.5339999999999999,0.5384545454545454,0.5458823529411765,0.5800500089863407,0.5731076809788149,0.5745818312434691,0.6086266714251725,0.6044888810861423,0.6510363571613571,0.7457142857142857,0.7404166666666666,0.7407692307692307
94,False,True,False,False,2019,11,2019-11-30,acid,0.44399999999999995,3.33972424571811,153.22109,78.4,44.3,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,0.49,0.5214285714285715,0.415,0.46888888888888886,0.55,0.5775,0.6307142857142857,0.6044,0.6108183520599251,0.683,0.7062499999999999,0.6966666666666667
95,True,False,False,False,2019,11,2019-11-29,acid,0.5196666666666667,3.33972424571811,153.22109,78.4,44.3,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,8.20449016673927,181.552390877193,84.2,154.27,0.5195454545454545,0.5339999999999999,0.5384545454545454,0.5458823529411765,0.5800500089863407,0.5731076809788149,0.5745818312434691,0.6086266714251725,0.6044888810861423,0.6510363571613571,0.7457142857142857,0.7404166666666666
96,False,True,False,False,2019,12,2019-12-18,acid,0.475,4.78101952320268,157.528264259259,77.1,54.86,3.33972424571811,153.22109,78.4,44.3,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,0.44399999999999995,0.49,0.5214285714285715,0.415,0.46888888888888886,0.55,0.5775,0.6307142857142857,0.6044,0.6108183520599251,0.683,0.7062499999999999
97,True,False,False,False,2019,12,2019-12-23,acid,0.5198,4.78101952320268,157.528264259259,77.1,54.86,3.33972424571811,153.22109,78.4,44.3,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,7.89294582141602,188.535836296296,85.0,89.86,0.5196666666666667,0.5195454545454545,0.5339999999999999,0.5384545454545454,0.5458823529411765,0.5800500089863407,0.5731076809788149,0.5745818312434691,0.6086266714251725,0.6044888810861423,0.6510363571613571,0.7457142857142857
98,False,True,False,False,2020,1,2020-01-31,acid,0.531,4.24354874414172,165.254640833333,71.9,50.99,4.78101952320268,157.528264259259,77.1,54.86,3.33972424571811,153.22109,78.4,44.3,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,0.475,0.44399999999999995,0.49,0.5214285714285715,0.415,0.46888888888888886,0.55,0.5775,0.6307142857142857,0.6044,0.6108183520599251,0.683
99,True,False,False,False,2020,1,2020-01-30,acid,0.5068571428571429,4.24354874414172,165.254640833333,71.9,50.99,4.78101952320268,157.528264259259,77.1,54.86,3.33972424571811,153.22109,78.4,44.3,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,7.16106495279494,188.84494968254,85.1,92.01,0.5198,0.5196666666666667,0.5195454545454545,0.5339999999999999,0.5384545454545454,0.5458823529411765,0.5800500089863407,0.5731076809788149,0.5745818312434691,0.6086266714251725,0.6044888810861423,0.6510363571613571
100,False,True,False,False,2020,2,2020-02-28,acid,0.43042857142857144,3.62626971086415,178.241777301587,73.0,53.7,4.24354874414172,165.254640833333,71.9,50.99,4.78101952320268,157.528264259259,77.1,54.86,3.33972424571811,153.22109,78.4,44.3,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,0.531,0.475,0.44399999999999995,0.49,0.5214285714285715,0.415,0.46888888888888886,0.55,0.5775,0.6307142857142857,0.6044,0.6108183520599251
101,True,False,False,False,2020,2,2020-02-29,acid,0.5075000000000001,3.62626971086415,178.241777301587,73.0,53.7,4.24354874414172,165.254640833333,71.9,50.99,4.78101952320268,157.528264259259,77.1,54.86,3.33972424571811,153.22109,78.4,44.3,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,5.98633856004478,177.916701754386,88.4,77.19,0.5068571428571429,0.5198,0.5196666666666667,0.5195454545454545,0.5339999999999999,0.5384545454545454,0.5458823529411765,0.5800500089863407,0.5731076809788149,0.5745818312434691,0.6086266714251725,0.6044888810861423
102,False,True,False,False,2020,3,2020-03-31,acid,0.43185714285714283,2.99547720316124,172.231102807018,72.7,46.73,3.62626971086415,178.241777301587,73.0,53.7,4.24354874414172,165.254640833333,71.9,50.99,4.78101952320268,157.528264259259,77.1,54.86,3.33972424571811,153.22109,78.4,44.3,3.08680458622908,146.570486333333,77.8,42.16,3.27019667685218,149.363005,78.8,36.8,3.59594390863893,163.876753333333,82.3,38.9,3.4830359995733,174.697763166667,84.1,42.17,4.36018288772047,158.281695,86.3,40.75,4.95324985018727,159.030088730159,86.7,44.12,5.19718007325235,164.506644761905,87.4,53.45,0.43042857142857144,0.531,0.475,0.44399999999999995,0.49,0.5214285714285715,0.415,0.46888888888888886,0.55,0.5775,0.6307142857142857,0.6044
