,RM01/0001,RM01/0004,RM01/0006,RM01/0007,Year,Month,Time,Group Description,Average_price,PNGASEUUSDM_1,PWHEAMTUSDM_1,WPU0652013A_1,Electricity_1,PNGASEUUSDM_2,PWHEAMTUSDM_2,WPU0652013A_2,Electricity_2,PNGASEUUSDM_3,PWHEAMTUSDM_3,WPU0652013A_3,Electricity_3,PNGASEUUSDM_4,PWHEAMTUSDM_4,WPU0652013A_4,Electricity_4,PNGASEUUSDM_5,PWHEAMTUSDM_5,WPU0652013A_5,Electricity_5,PNGASEUUSDM_6,PWHEAMTUSDM_6,WPU0652013A_6,Electricity_6,PNGASEUUSDM_7,PWHEAMTUSDM_7,WPU0652013A_7,Electricity_7,PNGASEUUSDM_8,PWHEAMTUSDM_8,WPU0652013A_8,Electricity_8,PNGASEUUSDM_9,PWHEAMTUSDM_9,WPU0652013A_9,Electricity_9,PNGASEUUSDM_10,PWHEAMTUSDM_10,WPU0652013A_10,Electricity_10,PNGASEUUSDM_11,PWHEAMTUSDM_11,WPU0652013A_11,Electricity_11,PNGASEUUSDM_12,PWHEAMTUSDM_12,WPU0652013A_12,Electricity_12,AR_1,AR_2,AR_3,AR_4,AR_5,AR_6,AR_7,AR_8,AR_9,AR_10,AR_11,AR_12
12,False,True,False,False,2016,6,2016-06-30,acid,0.3948,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,6.49,164.06922015873,95.0,53.37,6.66,173.517591587302,94.0,38.8,6.68,199.21748,96.5,35.35,7.3,199.835441666667,102.4,41.41,0.41857142857142854,0.39866212121212113,0.35600000000000004,0.4048,0.4048,0.35799999999999993,0.35799999999999993,0.3594,0.4757142857142857,0.426,0.4625,0.45099999999999996
13,True,False,False,False,2016,6,2016-06-30,acid,0.4904000246609155,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,6.49,164.06922015873,95.0,53.37,6.66,173.517591587302,94.0,38.8,6.68,199.21748,96.5,35.35,7.3,199.835441666667,102.4,41.41,0.4992550439738329,0.49813892988326497,0.5369088587023058,0.5322180133795339,0.52801500936395,0.5428763615995604,0.5509168688090982,0.5493944410224076,0.558729990155046,0.5590982015391271,0.5588885378478945,0.5468428508264027
14,False,True,False,False,2016,7,2016-07-31,acid,0.43440512649800267,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,6.49,164.06922015873,95.0,53.37,6.66,173.517591587302,94.0,38.8,6.68,199.21748,96.5,35.35,0.3948,0.41857142857142854,0.39866212121212113,0.35600000000000004,0.4048,0.4048,0.35799999999999993,0.35799999999999993,0.3594,0.4757142857142857,0.426,0.4625
15,True,False,False,False,2016,7,2016-07-31,acid,0.474954284685082,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,6.49,164.06922015873,95.0,53.37,6.66,173.517591587302,94.0,38.8,6.68,199.21748,96.5,35.35,0.4904000246609155,0.4992550439738329,0.49813892988326497,0.5369088587023058,0.5322180133795339,0.52801500936395,0.5428763615995604,0.5509168688090982,0.5493944410224076,0.558729990155046,0.5590982015391271,0.5588885378478945
16,False,True,False,False,2016,8,2016-08-31,acid,0.369,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,6.49,164.06922015873,95.0,53.37,6.66,173.517591587302,94.0,38.8,0.43440512649800267,0.3948,0.41857142857142854,0.39866212121212113,0.35600000000000004,0.4048,0.4048,0.35799999999999993,0.35799999999999993,0.3594,0.4757142857142857,0.426
17,True,False,False,False,2016,8,2016-08-31,acid,0.469056656175101,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,6.49,164.06922015873,95.0,53.37,6.66,173.517591587302,94.0,38.8,0.474954284685082,0.4904000246609155,0.4992550439738329,0.49813892988326497,0.5369088587023058,0.5322180133795339,0.52801500936395,0.5428763615995604,0.5509168688090982,0.5493944410224076,0.558729990155046,0.5590982015391271
18,False,True,False,False,2016,9,2016-09-30,acid,0.3916125226860254,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,6.49,164.06922015873,95.0,53.37,0.369,0.43440512649800267,0.3948,0.41857142857142854,0.39866212121212113,0.35600000000000004,0.4048,0.4048,0.35799999999999993,0.35799999999999993,0.3594,0.4757142857142857
19,True,False,False,False,2016,9,2016-09-30,acid,0.4690566771838192,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,6.49,164.06922015873,95.0,53.37,0.469056656175101,0.474954284685082,0.4904000246609155,0.4992550439738329,0.49813892988326497,0.5369088587023058,0.5322180133795339,0.52801500936395,0.5428763615995604,0.5509168688090982,0.5493944410224076,0.558729990155046
20,False,True,False,False,2016,10,2016-10-31,acid,0.3617194167483842,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,0.3916125226860254,0.369,0.43440512649800267,0.3948,0.41857142857142854,0.39866212121212113,0.35600000000000004,0.4048,0.4048,0.35799999999999993,0.35799999999999993,0.3594
21,True,False,False,False,2016,10,2016-10-31,acid,0.4644587546385029,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,6.01,165.451481904762,91.5,49.48,0.4690566771838192,0.469056656175101,0.474954284685082,0.4904000246609155,0.4992550439738329,0.49813892988326497,0.5369088587023058,0.5322180133795339,0.52801500936395,0.5428763615995604,0.5509168688090982,0.5493944410224076
22,False,True,False,False,2016,11,2016-11-30,acid,0.3819778435853965,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,0.3617194167483842,0.3916125226860254,0.369,0.43440512649800267,0.3948,0.41857142857142854,0.39866212121212113,0.35600000000000004,0.4048,0.4048,0.35799999999999993,0.35799999999999993
23,True,False,False,False,2016,11,2016-11-30,acid,0.4667288707416154,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,5.87,157.804378947368,89.9,49.75,0.4644587546385029,0.4690566771838192,0.469056656175101,0.474954284685082,0.4904000246609155,0.4992550439738329,0.49813892988326497,0.5369088587023058,0.5322180133795339,0.52801500936395,0.5428763615995604,0.5509168688090982
24,False,True,False,False,2016,12,2016-12-31,acid,0.36655680698925075,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,0.3819778435853965,0.3617194167483842,0.3916125226860254,0.369,0.43440512649800267,0.3948,0.41857142857142854,0.39866212121212113,0.35600000000000004,0.4048,0.4048,0.35799999999999993
25,True,False,False,False,2016,12,2016-12-31,acid,0.46695286877445275,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,5.81,163.893455,92.7,48.38,0.4667288707416154,0.4644587546385029,0.4690566771838192,0.469056656175101,0.474954284685082,0.4904000246609155,0.4992550439738329,0.49813892988326497,0.5369088587023058,0.5322180133795339,0.52801500936395,0.5428763615995604
26,False,True,False,False,2017,1,2017-01-31,acid,0.3888000000000001,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,0.36655680698925075,0.3819778435853965,0.3617194167483842,0.3916125226860254,0.369,0.43440512649800267,0.3948,0.41857142857142854,0.39866212121212113,0.35600000000000004,0.4048,0.4048
27,True,False,False,False,2017,1,2017-01-31,acid,0.4629250264605384,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,5.09,164.611626666667,90.6,41.42,0.46695286877445275,0.4667288707416154,0.4644587546385029,0.4690566771838192,0.469056656175101,0.474954284685082,0.4904000246609155,0.4992550439738329,0.49813892988326497,0.5369088587023058,0.5322180133795339,0.52801500936395
28,False,True,False,False,2017,2,2017-02-28,acid,0.3888,6.27813985858586,137.145735833333,69.5,64.31,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,0.3888000000000001,0.36655680698925075,0.3819778435853965,0.3617194167483842,0.3916125226860254,0.369,0.43440512649800267,0.3948,0.41857142857142854,0.39866212121212113,0.35600000000000004,0.4048
29,True,False,False,False,2017,2,2017-02-28,acid,0.44999999999999996,6.27813985858586,137.145735833333,69.5,64.31,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,4.79,159.283795,84.7,38.14,0.4629250264605384,0.46695286877445275,0.4667288707416154,0.4644587546385029,0.4690566771838192,0.469056656175101,0.474954284685082,0.4904000246609155,0.4992550439738329,0.49813892988326497,0.5369088587023058,0.5322180133795339
30,False,True,False,False,2017,3,2017-03-30,acid,0.366,6.10029830555555,147.361442105263,74.8,49.1,6.27813985858586,137.145735833333,69.5,64.31,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,0.3888,0.3888000000000001,0.36655680698925075,0.3819778435853965,0.3617194167483842,0.3916125226860254,0.369,0.43440512649800267,0.3948,0.41857142857142854,0.39866212121212113,0.35600000000000004
31,True,False,False,False,2017,3,2017-03-31,acid,0.45,6.10029830555555,147.361442105263,74.8,49.1,6.27813985858586,137.145735833333,69.5,64.31,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,4.09,164.060471666667,83.8,28.95,0.44999999999999996,0.4629250264605384,0.46695286877445275,0.4667288707416154,0.4644587546385029,0.4690566771838192,0.469056656175101,0.474954284685082,0.4904000246609155,0.4992550439738329,0.49813892988326497,0.5369088587023058
32,False,True,False,False,2017,4,2017-04-27,acid,0.41900000000000004,4.94502034782608,146.43149942029,77.9,46.83,6.10029830555555,147.361442105263,74.8,49.1,6.27813985858586,137.145735833333,69.5,64.31,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,0.366,0.3888,0.3888000000000001,0.36655680698925075,0.3819778435853965,0.3617194167483842,0.3916125226860254,0.369,0.43440512649800267,0.3948,0.41857142857142854,0.39866212121212113
33,True,False,False,False,2017,4,2017-04-28,acid,0.49050000000000005,4.94502034782608,146.43149942029,77.9,46.83,6.10029830555555,147.361442105263,74.8,49.1,6.27813985858586,137.145735833333,69.5,64.31,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,4.02,163.386837777778,85.7,25.25,0.45,0.44999999999999996,0.4629250264605384,0.46695286877445275,0.4667288707416154,0.4644587546385029,0.4690566771838192,0.469056656175101,0.474954284685082,0.4904000246609155,0.4992550439738329,0.49813892988326497
34,False,True,False,False,2017,5,2017-05-31,acid,0.5172000000000001,5.03512731388889,138.407590701754,80.3,38.91,4.94502034782608,146.43149942029,77.9,46.83,6.10029830555555,147.361442105263,74.8,49.1,6.27813985858586,137.145735833333,69.5,64.31,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,0.41900000000000004,0.366,0.3888,0.3888000000000001,0.36655680698925075,0.3819778435853965,0.3617194167483842,0.3916125226860254,0.369,0.43440512649800267,0.3948,0.41857142857142854
35,True,False,False,False,2017,5,2017-05-30,acid,0.4904285714285714,5.03512731388889,138.407590701754,80.3,38.91,4.94502034782608,146.43149942029,77.9,46.83,6.10029830555555,147.361442105263,74.8,49.1,6.27813985858586,137.145735833333,69.5,64.31,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,3.99,157.560342063492,83.9,23.64,0.49050000000000005,0.45,0.44999999999999996,0.4629250264605384,0.46695286877445275,0.4667288707416154,0.4644587546385029,0.4690566771838192,0.469056656175101,0.474954284685082,0.4904000246609155,0.4992550439738329
36,False,True,False,False,2017,6,2017-06-30,acid,0.7484,5.07717077404447,146.440213333333,79.4,32.56,5.03512731388889,138.407590701754,80.3,38.91,4.94502034782608,146.43149942029,77.9,46.83,6.10029830555555,147.361442105263,74.8,49.1,6.27813985858586,137.145735833333,69.5,64.31,5.16,122.846325555556,68.8,71.85,4.54,122.549797719298,68.8,49.21,4.01,122.558500166667,68.0,35.49,3.96,123.248756190476,68.3,33.32,4.25,127.899911014493,70.4,26.62,4.3,133.710203,76.3,26.04,4.04,156.695036666667,82.4,24.61,0.5172000000000001,0.41900000000000004,0.366,0.3888,0.3888000000000001,0.36655680698925075,0.3819778435853965,0.3617194167483842,0.3916125226860254,0.369,0.43440512649800267,0.3948
