,SITE,SUPPLIER NUMBER,PURCHASE NUMBER,POSTING DATE,Group Description,Key RM code,WEIGHT (kg),PRICE (EUR/kg)
12494,CHIT,486240,19-IT0815,2019-07-31T00:00:00.0000000,Alkalis,RM02/0001,27680,0.2178063583815028
12495,CHIT,494030,19-IT0829,2019-07-31T00:00:00.0000000,acid,RM01/0004,23980,0.6300000000000001
12496,CUK,502381,PINV87967,2019-07-31T00:00:00.0000000,Alkalis,RM02/0001,28060,0.269794044
12497,CHBE,600924,PI1907298,2019-07-31T00:00:00.0000000,Bleaching agent,RM04/0006,57460,0.134
12498,CHIT,487190,19-IT0821,2019-07-31T00:00:00.0000000,Alkalis,RM02/0001,27740,0.225
12499,CHBE,600206,PI1907261,2019-07-30T00:00:00.0000000,acid,RM01/0001,26980,0.5479999999999999
12500,CHBE,600558,PI1907033,2019-07-30T00:00:00.0000000,fatty acid,RM14/0001,6720,0.6850997023809524
12501,CHBE,600848,PI1907081,2019-07-30T00:00:00.0000000,Bleaching agent,RM04/0001,27480,0.264
12502,CFH UK,500521,PINV05487,2019-07-30T00:00:00.0000000,Alkalis,RM02/0001,28060,0.25365252
12503,CHBE,600435,PI1907017,2019-07-30T00:00:00.0000000,solvent,RM08/0017,23000,1.12
12504,CHBE,602572,PI1907095,2019-07-30T00:00:00.0000000,acid,RM01/0004,20020,0.42
12505,CHBE,602572,PI1906915,2019-07-29T00:00:00.0000000,non-ionic surfactant,RM12/0005,20200,1.93
12506,CHIT,498950,19-IT0807,2019-07-29T00:00:00.0000000,Bleaching agent,RM04/0006,77280,0.155
12507,CHBE,602572,PI1906914,2019-07-29T00:00:00.0000000,non-ionic surfactant,RM12/0002,25080,1.508
12508,CHIT,488930,19-IT0809,2019-07-29T00:00:00.0000000,non-ionic surfactant,RM12/0002,10000,1.93
12509,CHES,400136,FP19/00559,2019-07-29T00:00:00.0000000,builder,RM20/0015,7500,1.13
12510,CFH UK,500521,PINV05472,2019-07-29T00:00:00.0000000,Alkalis,RM02/0001,28000,0.25365252
12511,CFH UK,500265,PINV05465,2019-07-29T00:00:00.0000000,Bleaching agent,RM04/0006,24980,0.1152966
12512,CHBE,605115,PI1906928,2019-07-29T00:00:00.0000000,acid,RM01/0001,27000,0.53
12513,CHBE,600558,PI1906917,2019-07-26T00:00:00.0000000,fatty acid,RM14/0001,5430,0.6850994475138121
12514,CHIT,486240,19-IT0798,2019-07-26T00:00:00.0000000,Alkalis,RM02/0002,24200,0.43
12515,CFH UK,500521,PINV05585,2019-07-26T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12516,CHBE,600206,PI1906952,2019-07-26T00:00:00.0000000,acid,RM01/0001,27000,0.5479999999999999
12517,CHBE,600021,PI1907030,2019-07-26T00:00:00.0000000,acid,RM01/0004,22100,0.4
12518,CUK,500482,PINV87719,2019-07-26T00:00:00.0000000,anionic surfactant,RM10/0002,9880,1.3893240299999998
12519,CHES,400011,FP19/00542,2019-07-25T00:00:00.0000000,Bleaching agent,RM04/0006,25120,0.245
12520,CHBE,605684,PI1907027,2019-07-25T00:00:00.0000000,Alkalis,RM02/0001,30140,0.2388055739880557
12521,CFH UK,500521,PINV05473,2019-07-25T00:00:00.0000000,Alkalis,RM02/0001,27920,0.2536525199999999
12522,CHBE,605684,PI1907026,2019-07-25T00:00:00.0000000,Bleaching agent,RM04/0006,28160,0.131
12523,CHBE,601667,PI1907028,2019-07-25T00:00:00.0000000,Alkalis,RM02/0001,26780,0.24
12524,UNX,2891,20190010149,2019-07-25T00:00:00.0000000,Bleaching agent,RM04/0006,20890.461081375302,0.1436921542136866
12525,CHBE,600848,PI1907031,2019-07-25T00:00:00.0000000,Bleaching agent,RM04/0001,54820,0.264
12526,CHBE,600005,PI1906906,2019-07-25T00:00:00.0000000,builder,RM20/0020,23750,0.855
12527,CHES,400011,FP19/00528,2019-07-25T00:00:00.0000000,Alkalis,RM02/0001,23560,0.23
12528,CFH UK,500116,PINV05457,2019-07-25T00:00:00.0000000,non-ionic surfactant,RM12/0003,1000,1.853969328
12529,CUK,502381,PINV87697,2019-07-25T00:00:00.0000000,Alkalis,RM02/0001,28060,0.269794044
12530,CFH UK,500017,PINV05445,2019-07-24T00:00:00.0000000,builder,RM20/0020,26420,0.824999748
12531,CFH UK,500521,PINV05478,2019-07-24T00:00:00.0000000,Alkalis,RM02/0001,28020.000000000004,0.2536525199999999
12532,CHBE,601085,PI1906933,2019-07-24T00:00:00.0000000,non-ionic surfactant,RM12/0008,9800,1.945
12533,CHBE,605684,PI1906740,2019-07-24T00:00:00.0000000,Alkalis,RM02/0001,27160,0.24
12534,CHIT,486240,19-IT0790,2019-07-24T00:00:00.0000000,acid,RM01/0006,24020,0.7630000000000002
12535,CHBE,600916,PI1906726,2019-07-24T00:00:00.0000000,non-ionic surfactant,RM12/0003,25210,1.362
12536,CFH UK,500521,PINV05475,2019-07-23T00:00:00.0000000,Alkalis,RM02/0001,28060,0.25365252
12537,CUK,500292,PINV87613,2019-07-23T00:00:00.0000000,acid,RM01/0006,4722,0.977715168
12538,CUK,502381,PINV87614,2019-07-23T00:00:00.0000000,Alkalis,RM02/0001,28000,0.269794044
12539,CHBE,600206,PI1906756,2019-07-23T00:00:00.0000000,acid,RM01/0001,27040,0.5479999999999999
12540,CUK,502381,PINV87640,2019-07-23T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.269794044
12541,CLOVER,TENN1,52324,2019-07-23T00:00:00.0000000,anionic surfactant,RM10/0002,15020,1.3720295399999998
12542,CUK,501128,PINV87638,2019-07-23T00:00:00.0000000,builder,RM20/0015,26800,0.919999719
12543,CHBE,600347,PI1906737,2019-07-23T00:00:00.0000000,solvent,RM08/0017,24460,1.125
12544,CHBE,600848,PI1906755,2019-07-22T00:00:00.0000000,Bleaching agent,RM04/0001,27720,0.264
12545,CHBE,600435,PI1906746,2019-07-22T00:00:00.0000000,builder,RM20/0015,26000,0.86
12546,CHBE,605684,PI1906427,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,27080,0.2401418020679468
12547,CHIT,488930,19-IT0783,2019-07-22T00:00:00.0000000,anionic surfactant,RM10/0001,10080,0.4
12548,CHBE,605684,PI1907074,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,26920,0.2385557206537889
12549,CHBE,601667,PI1906931,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,26680,0.24
12550,CHBE,605684,PI1907076,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,26940,0.2402316258351893
12551,CHBE,600700,PI1906932,2019-07-22T00:00:00.0000000,acid,RM01/0001,28840,0.525
12552,CHBE,600025,PI1906922,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,28680,0.268
12553,CHIT,485040,19-IT0774,2019-07-22T00:00:00.0000000,anionic surfactant,RM10/0002,4950,1.38
12554,CHBE,602572,PI1906934,2019-07-22T00:00:00.0000000,non-ionic surfactant,RM12/0002,25080,1.508
12555,CHBE,602572,PI1906731,2019-07-22T00:00:00.0000000,non-ionic surfactant,RM12/0003,25120,1.378
12556,CHBE,605684,PI1907072,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,27240,0.2412511013215858
12557,CHBE,602572,PI1906736,2019-07-22T00:00:00.0000000,acid,RM01/0004,21840,0.42
12558,CHIT,487210,19-ITUE021,2019-07-22T00:00:00.0000000,fatty acid,RM14/0001,2700,0.85
12559,CHBE,605684,PI1907071,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,27280,0.2412492668621701
12560,CFH UK,500521,PINV05477,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,28180,0.25365252
12561,CHBE,602572,PI1906733,2019-07-22T00:00:00.0000000,non-ionic surfactant,RM12/0003,25120,1.378
12562,CHBE,605684,PI1906426,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,27220,0.2389948567229978
12563,CHIT,488930,19-IT0784,2019-07-22T00:00:00.0000000,non-ionic surfactant,RM12/0003,25140,1.62
12564,CFH UK,500521,PINV05476,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,28020.000000000004,0.2536525199999999
12565,CHBE,600206,PI1906412,2019-07-22T00:00:00.0000000,acid,RM01/0001,26980,0.5479999999999999
12566,CHBE,605684,PI1907073,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,26980,0.2377939214232764
12567,CHBE,600206,PI1906757,2019-07-22T00:00:00.0000000,acid,RM01/0001,26980,0.5479999999999999
12568,CHBE,600025,PI1906921,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,28660,0.268
12569,CHBE,600025,PI1906750,2019-07-22T00:00:00.0000000,Alkalis,RM02/0001,28820,0.24
12570,CHBE,605684,PI1907075,2019-07-19T00:00:00.0000000,Alkalis,RM02/0002,24920,0.402
12571,CFH UK,500103,PINV05121,2019-07-19T00:00:00.0000000,acid,RM01/0007,25020,0.10953177
12572,CFH UK,500419,PINV05442,2019-07-19T00:00:00.0000000,Alkalis,RM02/0002,23100,0.39200844
12573,CFH UK,500521,PINV05132,2019-07-19T00:00:00.0000000,Alkalis,RM02/0001,28000,0.25365252
12574,CHBE,600848,PI1906753,2019-07-19T00:00:00.0000000,Bleaching agent,RM04/0001,25560,0.264
12575,CHBE,600848,PI1906752,2019-07-19T00:00:00.0000000,Bleaching agent,RM04/0001,26480,0.264
12576,CHBE,600435,PI1906585,2019-07-18T00:00:00.0000000,builder,RM20/0001,22500,1.005
12577,CHBE,600916,PI1906725,2019-07-18T00:00:00.0000000,non-ionic surfactant,RM12/0003,24970,1.362
12578,CFH UK,500265,PINV05119,2019-07-18T00:00:00.0000000,Bleaching agent,RM04/0006,24880,0.1152966
12579,CFH UK,500521,PINV05116,2019-07-18T00:00:00.0000000,Alkalis,RM02/0001,28080,0.25365252
12580,CHBE,600916,PI1907324,2019-07-18T00:00:00.0000000,non-ionic surfactant,RM12/0003,25260,1.362
12581,CFH UK,500521,PINV05117,2019-07-17T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12582,CHBE,600848,PI1906754,2019-07-17T00:00:00.0000000,Bleaching agent,RM04/0001,28100,0.264
12583,CFH UK,500017,PINV05300,2019-07-17T00:00:00.0000000,builder,RM20/0020,26100,0.824999748
12584,CHIT,485040,19-IT0742,2019-07-16T00:00:00.0000000,anionic surfactant,RM10/0002,1000,1.4400000000000002
12585,CHIT,486240,19-IT0723,2019-07-16T00:00:00.0000000,Alkalis,RM02/0001,30240,0.2267129629629629
12586,CUK,502235,PINV87500,2019-07-16T00:00:00.0000000,non-ionic surfactant,RM12/0005,23420,2.039999377
12587,CFH UK,500521,PINV05150,2019-07-16T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12588,CHBE,600029,PI1906723,2019-07-16T00:00:00.0000000,anionic surfactant,RM10/0002,24000,1.095
12589,UNX,3066,20190009504,2019-07-16T00:00:00.0000000,anionic surfactant,RM10/0002,20584.23296743173,1.758006793
12590,CFH UK,500521,PINV05149,2019-07-16T00:00:00.0000000,Alkalis,RM02/0001,27800.000000000004,0.2536525199999999
12591,CHIT,486240,19-IT0722,2019-07-16T00:00:00.0000000,Solvent,RM08/0010,1250,1
12592,CHIT,486240,19-IT0724,2019-07-16T00:00:00.0000000,Solvent,RM08/0010,1250,1
12593,CHBE,602572,PI1906730,2019-07-15T00:00:00.0000000,non-ionic surfactant,RM12/0002,25120,1.561
12594,CUK,500086,PINV87452,2019-07-15T00:00:00.0000000,builder,RM20/0001,7500,1.30861641
12595,CFH UK,500521,PINV05124,2019-07-15T00:00:00.0000000,Alkalis,RM02/0001,28020.000000000004,0.2536525199999999
12596,CUK,502381,PINV87450,2019-07-15T00:00:00.0000000,Alkalis,RM02/0001,28100,0.269794044
12597,CUK,500482,PINV87444,2019-07-15T00:00:00.0000000,fatty acid,RM14/0001,5400,1.34897022
12598,CUK,500482,PINV87387,2019-07-15T00:00:00.0000000,fatty acid,RM14/0001,5400,1.34897022
12599,CHBE,600558,PI1906667,2019-07-15T00:00:00.0000000,fatty acid,RM14/0001,5360,0.6851007462686566
12600,UNX,2891,20190009900,2019-07-15T00:00:00.0000000,Alkalis,RM02/0001,21877.06555,0.2637311317707464
12601,CUK,500482,PINV87407,2019-07-15T00:00:00.0000000,anionic surfactant,RM10/0002,10000,1.38932403
12602,CHBE,602572,PI1906729,2019-07-15T00:00:00.0000000,non-ionic surfactant,RM12/0005,20400,1.96
12603,CHBE,600206,PI1906500,2019-07-12T00:00:00.0000000,acid,RM01/0001,27000,0.5479999999999999
12604,CHBE,600206,PI1906509,2019-07-12T00:00:00.0000000,acid,RM01/0001,27100,0.5479999999999999
12605,CHBE,600206,PI1906508,2019-07-12T00:00:00.0000000,acid,RM01/0001,27020,0.5479999999999999
12606,CFH UK,500521,PINV05144,2019-07-12T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12607,CHBE,600848,PI1906724,2019-07-11T00:00:00.0000000,Bleaching agent,RM04/0001,28120,0.264
12608,CHBE,605684,PI1906506,2019-07-11T00:00:00.0000000,Bleaching agent,RM04/0006,25000,0.1309999999999999
12609,CFH UK,500521,PINV05128,2019-07-11T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12610,CFH UK,500521,PINV05127,2019-07-11T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12611,CHBE,602572,PI1906507,2019-07-11T00:00:00.0000000,acid,RM01/0004,21960,0.47
12612,CHBE,600025,PI1906553,2019-07-10T00:00:00.0000000,Alkalis,RM02/0001,28620,0.268
12613,CHBE,600025,PI1906540,2019-07-10T00:00:00.0000000,Alkalis,RM02/0001,28780,0.268
12614,CHBE,600025,PI1906554,2019-07-10T00:00:00.0000000,Alkalis,RM02/0001,28480,0.268
12615,CFH UK,500521,PINV05125,2019-07-10T00:00:00.0000000,Alkalis,RM02/0001,28000,0.25365252
12616,CFH UK,500521,PINV05131,2019-07-09T00:00:00.0000000,Alkalis,RM02/0001,28000,0.25365252
12617,CUK,502381,PINV87232,2019-07-09T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.269794044
12618,CHBE,600347,PI1906503,2019-07-09T00:00:00.0000000,solvent,RM08/0017,24600,1.1250000000000002
12619,CUK,500292,PINV87267,2019-07-09T00:00:00.0000000,anionic surfactant,RM10/0002,7000,1.3316757299999995
12620,CHBE,600848,PI1906510,2019-07-09T00:00:00.0000000,Bleaching agent,RM04/0001,28080,0.264
12621,CHBE,602572,PI1906529,2019-07-09T00:00:00.0000000,non-ionic surfactant,RM12/0003,25100,1.431
12622,CFH UK,500521,PINV05130,2019-07-09T00:00:00.0000000,Alkalis,RM02/0001,28000,0.25365252
12623,CUK,502235,PINV87229,2019-07-09T00:00:00.0000000,non-ionic surfactant,RM12/0003,25100,1.5109995389153277
12624,CUK,502381,PINV87226,2019-07-09T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.269794044
12625,CHBE,600558,PI1906665,2019-07-09T00:00:00.0000000,fatty acid,RM14/0001,5670,0.6851005291005291
12626,CHBE,600848,PI1906521,2019-07-08T00:00:00.0000000,Bleaching agent,RM04/0001,27680,0.264
12627,CHBE,602572,PI1906685,2019-07-08T00:00:00.0000000,non-ionic surfactant,RM12/0002,25080,1.561
12628,CFH UK,500521,PINV05186,2019-07-08T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12629,CFH UK,500265,PINV05134,2019-07-08T00:00:00.0000000,Bleaching agent,RM04/0006,24920,0.1152966
12630,CFH UK,500103,PINV05028,2019-07-08T00:00:00.0000000,acid,RM01/0007,27620,0.10953177
12631,CLOVER,INOV1,52207,2019-07-05T00:00:00.0000000,Bleaching agent,RM04/0006,14960,0.13835592
12632,CHBE,600517,PI1906517,2019-07-05T00:00:00.0000000,acid,RM01/0001,26800,0.54
12633,CHBE,600848,PI1906526,2019-07-05T00:00:00.0000000,Bleaching agent,RM04/0001,27700,0.264
12634,CHBE,600355,PI1906691,2019-07-05T00:00:00.0000000,acid,RM01/0007,9520,0.266
12635,CHBE,600025,PI1906527,2019-07-05T00:00:00.0000000,Alkalis,RM02/0001,28960,0.268
12636,CLOVER,AKZO2,52174,2019-07-04T00:00:00.0000000,builder,RM20/0015,26880,0.9638795759999998
12637,CHBE,600700,PI1906524,2019-07-04T00:00:00.0000000,acid,RM01/0001,27980,0.525
12638,CHBE,605684,PI1906560,2019-07-04T00:00:00.0000000,Bleaching agent,RM04/0006,24140,0.131
12639,CHBE,602572,PI1906536,2019-07-04T00:00:00.0000000,acid,RM01/0004,20000,0.47
12640,UNX,2891,20190009647,2019-07-03T00:00:00.0000000,Alkalis,RM02/0001,21792.600873791434,0.263731329
12641,CHBE,600848,PI1906525,2019-07-03T00:00:00.0000000,Bleaching agent,RM04/0001,25580,0.264
12642,CFH UK,500521,PINV05140,2019-07-03T00:00:00.0000000,Alkalis,RM02/0001,28080,0.25365252
12643,CFH UK,500521,PINV05141,2019-07-03T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12644,CFH UK,500017,PINV05142,2019-07-03T00:00:00.0000000,builder,RM20/0020,26320,0.8249997482495997
12645,CHBE,600206,PI1906696,2019-07-02T00:00:00.0000000,acid,RM01/0001,27020,0.57
12646,CFH UK,500265,PINV05184,2019-07-02T00:00:00.0000000,Bleaching agent,RM04/0006,24960,0.1152966
12647,CHBE,600025,PI1906751,2019-07-02T00:00:00.0000000,acid,RM01/0001,22990,0.5299999999999999
12648,UNX,2891,20190009763,2019-07-02T00:00:00.0000000,Bleaching agent,RM04/0006,20890.461081375302,0.1436921542136866
12649,UNX,2890,20190009778,2019-07-02T00:00:00.0000000,Solvent,RM08/0010,1000.1814388097614,1.365040568
12650,CFH UK,500521,PINV05188,2019-07-02T00:00:00.0000000,Alkalis,RM02/0001,28060,0.25365252
12651,CHBE,600848,PI1906709,2019-07-02T00:00:00.0000000,Bleaching agent,RM04/0001,27040,0.264
12652,CFH UK,500103,PINV05219,2019-07-01T00:00:00.0000000,acid,RM01/0007,40,0
12653,CHBE,602572,PI1906909,2019-07-01T00:00:00.0000000,acid,RM01/0004,22080,0.47
12654,CHBE,602572,PI1906924,2019-07-01T00:00:00.0000000,acid,RM01/0004,21040,0.47
12655,CHBE,602572,PI1906911,2019-07-01T00:00:00.0000000,non-ionic surfactant,RM12/0005,20280,1.96
12656,CHBE,602572,PI1906908,2019-07-01T00:00:00.0000000,acid,RM01/0004,20040,0.47
12657,CFH UK,500521,PINV05011,2019-07-01T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12658,UNX,3201,20190009319,2019-07-01T00:00:00.0000000,non-ionic surfactant,RM12/0003,19776.830263993463,2.709398704
12659,CFH UK,500521,PINV05643,2019-07-01T00:00:00.0000000,Alkalis,RM02/0001,28060,0
12660,CLOVER,UNIV4,52151,2019-07-01T00:00:00.0000000,anionic surfactant,RM10/0001,25220,0.494622414
12661,CHBE,602572,PI1906910,2019-07-01T00:00:00.0000000,non-ionic surfactant,RM12/0002,25080,1.561
12662,CHBE,600025,PI1906041,2019-06-30T00:00:00.0000000,Alkalis,RM02/0001,28400,0.268
12663,CHES,400138,FP19/00422,2019-06-30T00:00:00.0000000,Alkalis,RM02/0001,23740,0.23
12664,CHBE,600168,PI1906076,2019-06-30T00:00:00.0000000,Bleaching agent,RM04/0001,636900,0.2697753022452504
12665,CHIT,498950,19-IT0698,2019-06-30T00:00:00.0000000,Bleaching agent,RM04/0006,24940,0.155
12666,CHES,400097,FP19/00461,2019-06-30T00:00:00.0000000,builder,RM20/0001,1350,1.175
12667,CHIT,486240,19-IT0669,2019-06-30T00:00:00.0000000,Solvent,RM08/0010,250,1
12668,CHES,400016,FP19/00514,2019-06-30T00:00:00.0000000,builder,RM20/0001,1350,1.175
12669,CHBE,600168,PI1906049,2019-06-30T00:00:00.0000000,Bleaching agent,RM04/0001,27760,0.269774856
12670,CHES,400045,FP19/00435,2019-06-30T00:00:00.0000000,anionic surfactant,RM10/0002,1000,1.3
12671,CHIT,494030,19-IT0708,2019-06-30T00:00:00.0000000,acid,RM01/0004,6700,0.63
12672,CHIT,494030,19-IT0708,2019-06-30T00:00:00.0000000,Alkalis,RM02/0001,26740,0.22
12673,CHBE,605684,PI1906035,2019-06-30T00:00:00.0000000,Alkalis,RM02/0001,27220,0.2675
12674,CHBE,600924,PI1906095,2019-06-30T00:00:00.0000000,Bleaching agent,RM04/0006,57180,0.129
12675,CHIT,489630,19-IT0696,2019-06-30T00:00:00.0000000,anionic surfactant,RM10/0002,2000,1.4500000000000002
12676,CHIT,488930,19-IT0692,2019-06-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,25140,1.62
12677,CUK,500296,PINV87337,2019-06-30T00:00:00.0000000,fatty acid,RM14/0001,4250,1.3259108999999998
12678,CHES,400138,FP19/00482,2019-06-30T00:00:00.0000000,Alkalis,RM02/0001,24560,0.23
12679,CHIT,464010,19-ITUE017,2019-06-30T00:00:00.0000000,builder,RM20/0020,27640,0.805
12680,CUK,500292,PINV87195,2019-06-30T00:00:00.0000000,anionic surfactant,RM10/0002,2000,1.3316757300000002
12681,CHBE,600025,PI1906034,2019-06-30T00:00:00.0000000,acid,RM01/0001,23010,0.58
12682,CHBE,600025,PI1906033,2019-06-30T00:00:00.0000000,Alkalis,RM02/0001,29020,0.268
12683,CHIT,494030,19-IT0708,2019-06-30T00:00:00.0000000,Alkalis,RM02/0002,26470,0.43
12684,CHIT,487210,19-ITUE018,2019-06-30T00:00:00.0000000,fatty acid,RM14/0001,2700,0.9
12685,CUK,500146,PINV87300,2019-06-30T00:00:00.0000000,Alkalis,RM02/0002,4530,0.5707181699999999
12686,CHES,400138,FP19/00483,2019-06-30T00:00:00.0000000,Alkalis,RM02/0001,23520,0.23
12687,CHIT,486240,19-IT0659,2019-06-28T00:00:00.0000000,Alkalis,RM02/0001,27200,0.2079
12688,CHBE,602572,PI1906214,2019-06-28T00:00:00.0000000,non-ionic surfactant,RM12/0002,25140,1.561
12689,CUK,500086,PINV87125,2019-06-28T00:00:00.0000000,builder,RM20/0001,7500,1.33744056
12690,CFH UK,500521,PINV04828,2019-06-28T00:00:00.0000000,Alkalis,RM02/0001,28080,0.25365252
12691,CHBE,602572,PI1906126,2019-06-28T00:00:00.0000000,non-ionic surfactant,RM12/0005,20200,1.96
12692,CHBE,605684,PI1906161,2019-06-28T00:00:00.0000000,Alkalis,RM02/0002,27960,0.417
12693,UNX,2944,20190009645,2019-06-27T00:00:00.0000000,non-ionic surfactant,RM12/0002,7620.430009979134,2.275067614
12694,CHBE,600848,PI1905879,2019-06-27T00:00:00.0000000,Bleaching agent,RM04/0001,27660,0.264
12695,CFH UK,500103,PINV04844,2019-06-27T00:00:00.0000000,acid,RM01/0007,28120,0.1176025319999999
12696,CHIT,464010,19-ITUE016,2019-06-27T00:00:00.0000000,builder,RM20/0020,27840,0.805
12697,CHBE,602572,PI1906175,2019-06-27T00:00:00.0000000,acid,RM01/0004,20040,0.47
12698,CHBE,600025,PI1905875,2019-06-27T00:00:00.0000000,Alkalis,RM02/0001,28540,0.268
12699,CHBE,600025,PI1905920,2019-06-27T00:00:00.0000000,Alkalis,RM02/0001,28660,0.268
12700,CHBE,602572,PI1906176,2019-06-27T00:00:00.0000000,non-ionic surfactant,RM12/0003,25200,1.4310000000000005
12701,UNX,2944,20190009645,2019-06-27T00:00:00.0000000,non-ionic surfactant,RM12/0002,926.6987208563912,2.275067613940001
12702,CFH UK,500521,PINV04829,2019-06-27T00:00:00.0000000,Alkalis,RM02/0001,28060,0.25365252
12703,CUK,501128,PINV87044,2019-06-27T00:00:00.0000000,builder,RM20/0015,26840,0.919999719
12704,CHBE,602572,PI1905922,2019-06-27T00:00:00.0000000,non-ionic surfactant,RM12/0003,25240,1.431
12705,CHBE,605211,PI1905917,2019-06-27T00:00:00.0000000,non-ionic surfactant,RM12/0002,25040,1.21
12706,CHIT,489630,19-IT0646,2019-06-26T00:00:00.0000000,anionic surfactant,RM10/0002,1940,1.4499999999999995
12707,CHIT,486240,19-IT0644,2019-06-26T00:00:00.0000000,Alkalis,RM02/0001,29200.000000000004,0.2095869863013698
12708,CHIT,486240,19-IT0644,2019-06-26T00:00:00.0000000,Alkalis,RM02/0002,24160,0.435
12709,CHBE,600848,PI1905832,2019-06-26T00:00:00.0000000,Bleaching agent,RM04/0001,28000,0.264
12710,CFH UK,500521,PINV04827,2019-06-26T00:00:00.0000000,Alkalis,RM02/0001,28000,0.25365252
12711,CFH UK,500521,PINV04826,2019-06-26T00:00:00.0000000,Alkalis,RM02/0001,28020.000000000004,0.2536525199999999
12712,CHBE,600558,PI1906407,2019-06-26T00:00:00.0000000,fatty acid,RM14/0001,7490,0.6888998664886516
12713,CUK,502381,PINV87004,2019-06-26T00:00:00.0000000,Alkalis,RM02/0001,28020.000000000004,0.269794044
12714,CHBE,600391,PI1905831,2019-06-26T00:00:00.0000000,Solvent,RM08/0010,25220,0.465
12715,CHBE,600206,PI1906106,2019-06-25T00:00:00.0000000,acid,RM01/0001,27000,0.57
12716,CFH UK,500521,PINV04825,2019-06-25T00:00:00.0000000,Alkalis,RM02/0001,28000,0.25365252
12717,CHBE,600347,PI1905921,2019-06-25T00:00:00.0000000,solvent,RM08/0017,24560,1.1649999999999998
12718,CHES,400074,FP19/00391,2019-06-25T00:00:00.0000000,Alkalis,RM02/0001,23700,0.23
12719,CFH UK,500521,PINV04822,2019-06-25T00:00:00.0000000,Alkalis,RM02/0001,28020.000000000004,0.2536525199999999
12720,CHES,400011,FP19/00396,2019-06-25T00:00:00.0000000,Bleaching agent,RM04/0006,25500,0.2450000000000001
12721,CFH UK,500265,PINV04832,2019-06-25T00:00:00.0000000,Bleaching agent,RM04/0006,24440,0.1152966
12722,CFH UK,500564,PINV04842,2019-06-25T00:00:00.0000000,acid,RM01/0006,24920,0.81860586
12723,CHES,400074,FP19/00399,2019-06-25T00:00:00.0000000,Alkalis,RM02/0001,23680,0.235
12724,CHBE,602572,PI1906046,2019-06-25T00:00:00.0000000,non-ionic surfactant,RM12/0003,25160,1.431
12725,CHES,400088,FP19/00378,2019-06-25T00:00:00.0000000,builder,RM20/0020,5000,1.06
12726,CHBE,605684,PI1905899,2019-06-25T00:00:00.0000000,Alkalis,RM02/0001,27160,0.2675
12727,CHES,400074,FP19/00400,2019-06-25T00:00:00.0000000,Alkalis,RM02/0001,24020,0.23
12728,CHIT,494030,19-IT0623,2019-06-24T00:00:00.0000000,acid,RM01/0004,15000,0.63
12729,CFH UK,500521,PINV04705,2019-06-24T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.2536525199999999
12730,CUK,502381,PINV86933,2019-06-24T00:00:00.0000000,Alkalis,RM02/0001,28000,0.269794044
12731,CHIT,494030,19-IT0623,2019-06-24T00:00:00.0000000,acid,RM01/0006,26880,0.763
12732,CUK,500292,PINV86926,2019-06-24T00:00:00.0000000,anionic surfactant,RM10/0002,10000,1.33167573
12733,CHIT,494030,19-IT0623,2019-06-24T00:00:00.0000000,Alkalis,RM02/0001,27520,0.204
12734,CFH UK,500116,PINV04696,2019-06-21T00:00:00.0000000,non-ionic surfactant,RM12/0002,400,2.433911226
12735,CHBE,605684,PI1905898,2019-06-21T00:00:00.0000000,Alkalis,RM02/0001,26860,0.2675
12736,CHBE,605684,PI1905897,2019-06-21T00:00:00.0000000,Alkalis,RM02/0001,27300,0.2675
12737,CFH UK,500521,PINV04698,2019-06-21T00:00:00.0000000,Alkalis,RM02/0001,27980,0.25365252
12738,CHIT,488930,19-IT0622,2019-06-21T00:00:00.0000000,non-ionic surfactant,RM12/0005,9960,2.16
