,SITE,SUPPLIER NUMBER,PURCHASE NUMBER,POSTING DATE,Group Description,Key RM code,WEIGHT (kg),PRICE (EUR/kg)
0,CHBE,600558,PI23100830,2023-10-31T00:00:00.0000000,fatty acid,RM14/0001,1818,1.2983003300330034
1,UNX,2891,20230034322,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,21857.24403015513,0.3808867309398344
2,CHIT,464010,23-ITUE074,2023-10-31T00:00:00.0000000,builder,RM20/0020,27340.000000000004,0.7899999999999998
3,CHBE,602656,PI23100732,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,172382,0.25
4,CHES,400076,FP23-04101,2023-10-31T00:00:00.0000000,Alkalis,RM02/0002,24000,0.56
5,CFH UK,500521,PINV34586,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,27440,0.3458897999999999
6,CHBE,600025,PI23100731,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,28880,0.297
7,PLIWA,830075,PI2310093,2023-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0012,7200,4.055
8,EUROSANEX,400992,FP23-04100,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,24460,0.308
9,CHIT,488930,23-IT1249,2023-10-31T00:00:00.0000000,builder,RM20/0001,7479.999999999996,1.4800000000000002
10,CHBE,600347,PI23100709,2023-10-31T00:00:00.0000000,solvent,RM08/0017,24820,1.125
11,CUK,502381,PINV123239,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,27840,0.353960562
12,CHBE,601003,PI23100865,2023-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0012,4,2.5
13,CHES,400138,FP23-04129,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,25740,0.1699999999999999
14,CHBE,601667,PI23100711,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,28680,0.3
15,CHCZ,27494942,100235039,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,1204,0.3435852
16,CHCZ,27494942,100235039,2023-10-31T00:00:00.0000000,builder,RM20/0020,1316,0.9653108
17,CHBE,601046,PI23100706,2023-10-31T00:00:00.0000000,acid,RM01/0001,24940,0.65
18,CHES,400138,FP23-04131,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,24740,0.17
19,CHCZ,27494942,100235039,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,1209,0.3435852
20,CHES,400992,FP23-04141,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,23840,0.308
21,CHIT,466630,23-IT1279,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,28000,0.2531639285714285
22,CHES,400992,FP23-04135,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,23860,0.308
23,CHIT,494030,23-IT1285,2023-10-31T00:00:00.0000000,Alkalis,RM02/0002,28040.000000000004,0.5799999999999998
24,CHBE,600848,PI23100714,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0001,27960,0.34
25,CFH UK,500709,PINV34585,2023-10-31T00:00:00.0000000,acid,RM01/0007,27640,0.2622534628198263
26,CHES,400138,FP23-04132,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,16249.999999999998,0.17
27,CUK,500049,PINV123301,2023-10-31T00:00:00.0000000,anionic surfactant,RM10/0001,4000,0.91084314
28,CHCZ,27494942,100235039,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,1247,0.3435852
29,CHES,400138,FP23-04130,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,15640.000000000002,0.1699999999999999
30,CHES,400992,FP23-04133,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,25020,0.308
31,EUROSANEX,400138,FP23-04111,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,7500,0.17
32,CHCZ,27494942,100235039,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,1249,0.3435852
33,CHES,400050,FP23-04097,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0001,9020,0.47
34,CHIT,487190,23-IT1292,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,111200,0.25
35,CUK,500292,PINV123516,2023-10-31T00:00:00.0000000,anionic surfactant,RM10/0002,10000,2.00039601
36,CHES,400992,FP23-04134,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,23780,0.308
37,CHBE,605684,PI23100804,2023-10-31T00:00:00.0000000,Alkalis,RM02/0001,28220,0.3
38,CHBE,600848,PI23100729,2023-10-31T00:00:00.0000000,Bleaching agent,RM04/0001,28100,0.34
39,CHES,400011,FP23-04059,2023-10-30T00:00:00.0000000,Bleaching agent,RM04/0006,25620,0.13
40,CHBE,601027,PI23100620,2023-10-30T00:00:00.0000000,acid,RM01/0006,24980,1.1
41,CHBE,601609,PI23100594,2023-10-30T00:00:00.0000000,Bleaching agent,RM04/0001,27940,0.4450000000000001
42,CHES,400011,FP23-04060,2023-10-30T00:00:00.0000000,Bleaching agent,RM04/0006,25640,0.13
43,CHBE,600025,PI23100591,2023-10-30T00:00:00.0000000,Alkalis,RM02/0001,28960,0.297
44,CHCZ,49613464,3020317060,2023-10-30T00:00:00.0000000,anionic surfactant,RM10/0001,999,0.5971837999999999
45,CHBE,601609,PI23100584,2023-10-30T00:00:00.0000000,Bleaching agent,RM04/0001,27960,0.445
46,CHCZ,49613464,3020317060,2023-10-30T00:00:00.0000000,anionic surfactant,RM10/0001,999,0.5971837999999999
47,CHBE,605684,PI23100593,2023-10-30T00:00:00.0000000,Bleaching agent,RM04/0006,27940,0.246
48,CHIT,489630,23-IT1244,2023-10-30T00:00:00.0000000,anionic surfactant,RM10/0002,1000,1.7500000000000002
49,CHCZ,49613464,3020317060,2023-10-30T00:00:00.0000000,acid,RM01/0006,1502,1.104381
50,CHES,400173,FP23-04072,2023-10-30T00:00:00.0000000,anionic surfactant,RM10/0001,24060,0.5
51,CHES,400173,FP23-04072,2023-10-30T00:00:00.0000000,acid,RM01/0007,3600,0.46
52,CHBE,600848,PI23100586,2023-10-30T00:00:00.0000000,Bleaching agent,RM04/0001,27700,0.34
53,CHBE,602572,PI23100884,2023-10-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,21740,1.485
54,CHIT,498950,23-IT1246,2023-10-30T00:00:00.0000000,Bleaching agent,RM04/0006,24800,0.235
55,CHCZ,49613464,3020317060,2023-10-30T00:00:00.0000000,acid,RM01/0006,1501,1.104381
56,CHES,400011,FP23-04058,2023-10-30T00:00:00.0000000,Bleaching agent,RM04/0006,25560,0.1299999999999999
57,CFH UK,500521,PINV34577,2023-10-30T00:00:00.0000000,Alkalis,RM02/0001,27460,0.3458898
58,CHBE,600700,PI23100585,2023-10-30T00:00:00.0000000,acid,RM01/0001,29020,0.635
59,CHBE,600916,PI23100587,2023-10-30T00:00:00.0000000,non-ionic surfactant,RM12/0002,24920,1.567
60,CFH UK,500521,PINV34578,2023-10-30T00:00:00.0000000,Alkalis,RM02/0001,26940,0.3458898
61,CHIT,460380,23-IT1238,2023-10-27T00:00:00.0000000,builder,RM20/0001,5000,1.4499999999999995
62,CHBE,601046,PI23100528,2023-10-27T00:00:00.0000000,acid,RM01/0001,24960,0.6499999999999999
63,CFH UK,500521,PINV34500,2023-10-27T00:00:00.0000000,Alkalis,RM02/0001,27420,0.3458897999999999
64,CHBE,605684,PI23100529,2023-10-27T00:00:00.0000000,Bleaching agent,RM04/0006,27920,0.246
65,CHIT,487210,23-ITUE070,2023-10-27T00:00:00.0000000,fatty acid,RM14/0001,900,1.462
66,EUROSANEX,400252,FP23-04031,2023-10-27T00:00:00.0000000,builder,RM20/0001,27680,1.5399999999999998
67,CHBE,600848,PI23100522,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0001,27740,0.34
68,CHBE,600700,PI23100430,2023-10-26T00:00:00.0000000,acid,RM01/0001,28080,0.635
69,CHBE,600848,PI23100431,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0001,28020,0.34
70,CFH UK,500709,PINV34493,2023-10-26T00:00:00.0000000,acid,RM01/0007,27520,0.2622536798764534
71,CHBE,602572,PI23100491,2023-10-26T00:00:00.0000000,non-ionic surfactant,RM12/0003,20480,1.6510000000000002
72,CHBE,601046,PI23100493,2023-10-26T00:00:00.0000000,acid,RM01/0001,25140,0.65
73,CHBE,602572,PI23100509,2023-10-26T00:00:00.0000000,non-ionic surfactant,RM12/0005,20280,1.892
74,CHBE,601609,PI23100496,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0001,27940,0.4450000000000001
75,CHBE,600558,PI23100428,2023-10-26T00:00:00.0000000,fatty acid,RM14/0001,4136,1.2983002901353966
76,CHBE,601667,PI23100517,2023-10-26T00:00:00.0000000,Alkalis,RM02/0001,28560,0.3
77,CHBE,602572,PI23100510,2023-10-26T00:00:00.0000000,non-ionic surfactant,RM12/0003,20360,1.651
78,CHES,400992,FP23-03995,2023-10-26T00:00:00.0000000,Alkalis,RM02/0001,24680,0.3
79,CHES,400992,FP23-03994,2023-10-26T00:00:00.0000000,Alkalis,RM02/0001,25100,0.3
80,CHES,400042,FP23-04002,2023-10-26T00:00:00.0000000,builder,RM20/0015,6250.000000000001,1.13
81,CHES,400088,FP23-04008,2023-10-26T00:00:00.0000000,builder,RM20/0020,5000,1.18
82,CHCZ,27494942,100234939,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0006,1198,0.3435852
83,CHCZ,27494942,100234939,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0006,1262,0.3435852
84,CHES,400007,FP23-04009,2023-10-26T00:00:00.0000000,non-ionic surfactant,RM12/0002,950,2.43
85,CHBE,600848,PI23100429,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0001,27660,0.34
86,CHES,400992,FP23-04010,2023-10-26T00:00:00.0000000,Alkalis,RM02/0001,23420,0.3
87,CHIT,466470,23-IT1232,2023-10-26T00:00:00.0000000,non-ionic surfactant,RM12/0003,14060,1.821
88,CHBE,600848,PI23100520,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0001,27740,0.34
89,CHBE,600347,PI23100495,2023-10-26T00:00:00.0000000,solvent,RM08/0017,24920,1.075
90,CHBE,601046,PI23100492,2023-10-26T00:00:00.0000000,acid,RM01/0001,24940,0.65
91,CFH UK,500521,PINV34492,2023-10-26T00:00:00.0000000,Alkalis,RM02/0001,27340.000000000004,0.3458897999999999
92,CHBE,601609,PI23100514,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0001,27940,0.4450000000000001
93,CHES,400149,FP23-04004,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0001,24780.000000000004,0.4679999999999999
94,CHCZ,27494942,100234938,2023-10-26T00:00:00.0000000,Alkalis,RM02/0001,23840,0.3231337
95,CUK,502475,PINV123178,2023-10-26T00:00:00.0000000,non-ionic surfactant,RM12/0005,23000,2.279413782
96,CUK,500086,PINV123187,2023-10-26T00:00:00.0000000,builder,RM20/0001,7500,1.5276799499999998
97,CUK,502381,PINV123168,2023-10-26T00:00:00.0000000,Alkalis,RM02/0001,27920,0.353960562
98,CHBE,605684,PI23100513,2023-10-26T00:00:00.0000000,Alkalis,RM02/0001,27940,0.3
99,UNX,2890,20230034275,2023-10-26T00:00:00.0000000,builder,RM20/0020,3265.898575705344,2.289545317
100,CHBE,600848,PI23100507,2023-10-26T00:00:00.0000000,Bleaching agent,RM04/0001,27720,0.34
101,CHBE,601609,PI23100342,2023-10-25T00:00:00.0000000,Bleaching agent,RM04/0001,27960,0.445
102,CHBE,601609,PI23100423,2023-10-25T00:00:00.0000000,Bleaching agent,RM04/0001,27960,0.445
103,CHBE,600005,PI23100407,2023-10-25T00:00:00.0000000,builder,RM20/0020,25020,0.7899999999999998
104,CHES,400138,FP23-03906,2023-10-25T00:00:00.0000000,Bleaching agent,RM04/0006,25660,0.1699999999999999
105,CHES,400106,FP23-03887,2023-10-25T00:00:00.0000000,builder,RM20/0020,24960,0.86
106,CFH UK,500521,PINV34518,2023-10-25T00:00:00.0000000,Alkalis,RM02/0001,27320.000000000004,0.3458898
107,CFH UK,500521,PINV34519,2023-10-25T00:00:00.0000000,Alkalis,RM02/0001,27440,0.3458897999999999
108,CHBE,602572,PI23100419,2023-10-25T00:00:00.0000000,acid,RM01/0004,21660,0.75
109,CFH UK,500265,PINV34517,2023-10-25T00:00:00.0000000,Bleaching agent,RM04/0006,24920,0.1960042199999999
110,CHES,400011,FP23-03922,2023-10-25T00:00:00.0000000,Alkalis,RM02/0001,23340,0.29
111,CHES,400138,FP23-03907,2023-10-25T00:00:00.0000000,Bleaching agent,RM04/0006,16540,0.17
112,EUROSANEX,400041,FP23-03926,2023-10-25T00:00:00.0000000,non-ionic surfactant,RM12/0008,1000,2.4600000000000004
113,CHES,400173,FP23-03937,2023-10-25T00:00:00.0000000,acid,RM01/0007,4800,0.46
114,CHES,400138,FP23-03904,2023-10-25T00:00:00.0000000,Bleaching agent,RM04/0006,14550,0.17
115,CHES,400149,FP23-03935,2023-10-25T00:00:00.0000000,acid,RM01/0004,8800,1.03
116,CHBE,600848,PI23100417,2023-10-25T00:00:00.0000000,Bleaching agent,RM04/0001,28080,0.34
117,CHES,400149,FP23-03932,2023-10-25T00:00:00.0000000,Alkalis,RM02/0002,24060,0.58
118,CHBE,601609,PI23100299,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0001,27940,0.4450000000000001
119,CHBE,602572,PI23100722,2023-10-24T00:00:00.0000000,non-ionic surfactant,RM12/0003,20080,1.485
120,CHCZ,27494942,100234906,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,1257,0.3435852
121,CHIT,498950,23-IT1206,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,25020,0.235
122,CHBE,601667,PI23100314,2023-10-24T00:00:00.0000000,acid,RM01/0007,5240,0.319
123,CHBE,602923,PI23100301,2023-10-24T00:00:00.0000000,non-ionic surfactant,RM12/0005,20000,1.9
124,CLOVER,CHRI2,64012,2023-10-24T00:00:00.0000000,builder,RM20/0020,1280,1.421607078
125,CHBE,600021,PI23100333,2023-10-24T00:00:00.0000000,acid,RM01/0004,22040,0.69
126,CHBE,600435,PI23100334,2023-10-24T00:00:00.0000000,solvent,RM08/0017,23000,1.14
127,CHBE,600848,PI23100304,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0001,54420,0.34
128,CHBE,605684,PI23100308,2023-10-24T00:00:00.0000000,Alkalis,RM02/0001,29000,0.3
129,CHBE,601667,PI23100313,2023-10-24T00:00:00.0000000,Alkalis,RM02/0001,28580,0.3
130,CHBE,601667,PI23100312,2023-10-24T00:00:00.0000000,Alkalis,RM02/0001,28060,0.3
131,CHBE,605845,PI23100316,2023-10-24T00:00:00.0000000,acid,RM01/0001,28020,0.6299999999999998
132,CHBE,601609,PI23100331,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0001,27980,0.445
133,CHBE,601609,PI23100332,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0001,27960,0.445
134,CHCZ,27494942,100234906,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,1248,0.3435852
135,CHCZ,27494942,100234906,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,1263,0.3435852
136,CHCZ,27494942,100234906,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,1240,0.3435852
137,CHCZ,27494942,100234906,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,1256,0.3435852
138,CHCZ,27494942,100234906,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,1286,0.3435852
139,CHCZ,27494942,100234906,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,1260,0.3435852
140,CHCZ,27494942,100234906,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,1262,0.3435852
141,CHBE,600848,PI23100336,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0001,27760,0.34
142,CHBE,605684,PI23100302,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0006,27960,0.246
143,CUK,502381,PINV123099,2023-10-24T00:00:00.0000000,Alkalis,RM02/0001,27940,0.353960562
144,CFH UK,500521,PINV34480,2023-10-24T00:00:00.0000000,Alkalis,RM02/0001,27440,0.3458897999999999
145,CFH UK,500521,PINV34479,2023-10-24T00:00:00.0000000,Alkalis,RM02/0001,26940,0.3458898
146,CHBE,600848,PI23100315,2023-10-24T00:00:00.0000000,Bleaching agent,RM04/0001,26620,0.34
147,CHBE,602572,PI23100305,2023-10-24T00:00:00.0000000,non-ionic surfactant,RM12/0002,25160,1.831
148,CHBE,601046,PI23100307,2023-10-24T00:00:00.0000000,acid,RM01/0001,24980,0.65
149,CFH UK,500521,PINV34478,2023-10-24T00:00:00.0000000,Alkalis,RM02/0001,27140,0.3458897999999999
150,CHBE,601085,PI23100310,2023-10-24T00:00:00.0000000,anionic surfactant,RM10/0002,23880,1.5
151,CHBE,600391,PI23100341,2023-10-24T00:00:00.0000000,Solvent,RM08/0010,25260,0.565
152,CHCZ,42937400,2311204252,2023-10-23T00:00:00.0000000,builder,RM20/0001,1256,2.02101723
153,CFH UK,500116,PINV34389,2023-10-23T00:00:00.0000000,non-ionic surfactant,RM12/0003,1000,1.917497755
154,CFH UK,500521,PINV34697,2023-10-23T00:00:00.0000000,Alkalis,RM02/0001,27400,0.3458898
155,CHCZ,42937400,2311204252,2023-10-23T00:00:00.0000000,builder,RM20/0001,1254,2.02101723
156,CHCZ,42937400,2311204252,2023-10-23T00:00:00.0000000,builder,RM20/0001,1253,2.0210172300000004
157,CFH UK,500521,PINV34448,2023-10-23T00:00:00.0000000,Alkalis,RM02/0001,27520,0.3458898
158,CFH UK,500709,PINV34446,2023-10-23T00:00:00.0000000,acid,RM01/0007,27540,0.2622537133442264
159,CFH UK,500521,PINV34426,2023-10-20T00:00:00.0000000,Alkalis,RM02/0001,26960,0.3458898
160,CHBE,600848,PI23100178,2023-10-20T00:00:00.0000000,Bleaching agent,RM04/0001,28000,0.34
161,CHBE,600025,PI23100209,2023-10-20T00:00:00.0000000,Alkalis,RM02/0001,28940,0.3
162,CHBE,600848,PI23100167,2023-10-20T00:00:00.0000000,Bleaching agent,RM04/0001,28140,0.34
163,CHBE,600700,PI23100160,2023-10-20T00:00:00.0000000,acid,RM01/0001,28000,0.635
164,CHBE,601609,PI23100156,2023-10-20T00:00:00.0000000,Bleaching agent,RM04/0001,27940,0.4450000000000001
165,CHBE,600848,PI23100170,2023-10-20T00:00:00.0000000,Bleaching agent,RM04/0001,28080,0.34
166,CHBE,605845,PI23100174,2023-10-20T00:00:00.0000000,acid,RM01/0001,27980,0.6299999999999998
167,CHBE,601046,PI23100164,2023-10-20T00:00:00.0000000,acid,RM01/0001,25120,0.65
168,CHBE,600848,PI23100176,2023-10-20T00:00:00.0000000,Bleaching agent,RM04/0001,28080,0.34
169,CHBE,605684,PI23100183,2023-10-20T00:00:00.0000000,Alkalis,RM02/0001,27620,0.3
170,CHBE,602572,PI23100181,2023-10-20T00:00:00.0000000,non-ionic surfactant,RM12/0008,10200,1.922
171,CLOVER,CHRI1,64001,2023-10-20T00:00:00.0000000,fatty acid,RM14/0001,900,2.79017772
172,CHBE,602572,PI23100217,2023-10-20T00:00:00.0000000,non-ionic surfactant,RM12/0005,20100,1.85
173,CHBE,602572,PI23100165,2023-10-20T00:00:00.0000000,non-ionic surfactant,RM12/0003,20760,1.651
174,CHBE,601609,PI23100161,2023-10-20T00:00:00.0000000,Bleaching agent,RM04/0001,27920,0.4450000000000001
175,CHBE,600558,PI23100188,2023-10-20T00:00:00.0000000,fatty acid,RM14/0001,4331,1.2983006234126069
176,CHBE,600444,PI23100173,2023-10-20T00:00:00.0000000,builder,RM20/0001,24720,1.4
177,PLIWA,830075,PI2310055,2023-10-19T00:00:00.0000000,Alkalis,RM02/0001,4800,0.325
178,CHCZ,27494942,100234842,2023-10-19T00:00:00.0000000,Alkalis,RM02/0002,1543,0.6544479999999999
179,CHCZ,27494942,100234842,2023-10-19T00:00:00.0000000,Bleaching agent,RM04/0006,1245,0.3435852
180,CHCZ,27494942,100234842,2023-10-19T00:00:00.0000000,Bleaching agent,RM04/0006,1253,0.3435852
181,CHCZ,27494942,100234842,2023-10-19T00:00:00.0000000,Bleaching agent,RM04/0006,1265,0.3435852
182,CHCZ,27494942,100234842,2023-10-19T00:00:00.0000000,Bleaching agent,RM04/0006,1218,0.3435852
183,CHCZ,27494942,100234842,2023-10-19T00:00:00.0000000,Alkalis,RM02/0002,1527,0.6544479999999999
184,CHIT,466470,23-IT1188,2023-10-19T00:00:00.0000000,non-ionic surfactant,RM12/0005,14839.999999999998,2.02
185,CUK,502475,PINV123032,2023-10-19T00:00:00.0000000,non-ionic surfactant,RM12/0003,20060,1.81015662
186,CUK,502381,PINV122998,2023-10-19T00:00:00.0000000,Alkalis,RM02/0001,27720,0.3539605619999999
187,CFH UK,500521,PINV34320,2023-10-19T00:00:00.0000000,Alkalis,RM02/0001,27720,0.3458898
188,CFH UK,500521,PINV34319,2023-10-19T00:00:00.0000000,Alkalis,RM02/0001,27480,0.3458898
189,CHCZ,27494942,100234842,2023-10-19T00:00:00.0000000,builder,RM20/0020,1312,0.9653108
190,UNX,2891,20230034075,2023-10-19T00:00:00.0000000,Bleaching agent,RM04/0006,21822.602503855567,0.3900213894780075
191,CHCZ,41195469,3545918746,2023-10-18T00:00:00.0000000,non-ionic surfactant,RM12/0003,24880,1.689776351
192,CFH UK,500521,PINV34424,2023-10-18T00:00:00.0000000,Alkalis,RM02/0001,27460,0.3458898
193,CFH UK,500521,PINV34294,2023-10-17T00:00:00.0000000,Alkalis,RM02/0001,27620,0.3458898
194,CHCZ,27494942,100234752,2023-10-17T00:00:00.0000000,Alkalis,RM02/0001,23720,0.3231337
195,CHCZ,27494942,100234794,2023-10-17T00:00:00.0000000,Bleaching agent,RM04/0006,1257,0.3435852
196,CHCZ,27494942,100234794,2023-10-17T00:00:00.0000000,Bleaching agent,RM04/0006,1233,0.3435852
197,CFH UK,500709,PINV34314,2023-10-17T00:00:00.0000000,acid,RM01/0007,27340.000000000004,0.2622537981770299
198,CHCZ,27494942,100234794,2023-10-17T00:00:00.0000000,Bleaching agent,RM04/0006,1268,0.3435852
199,CHCZ,27494942,100234794,2023-10-17T00:00:00.0000000,Bleaching agent,RM04/0006,1270,0.3435852
200,CHBE,602572,PI23100230,2023-10-17T00:00:00.0000000,non-ionic surfactant,RM12/0003,20040,1.444
201,CHBE,601609,PI23100122,2023-10-17T00:00:00.0000000,Bleaching agent,RM04/0001,27960,0.445
202,CFH UK,500521,PINV34293,2023-10-17T00:00:00.0000000,Alkalis,RM02/0001,27780.000000000004,0.3458897999999999
203,CHCZ,27494942,100234794,2023-10-17T00:00:00.0000000,Bleaching agent,RM04/0006,1289,0.3435852
204,CFH UK,500521,PINV34291,2023-10-16T00:00:00.0000000,Alkalis,RM02/0001,27340.000000000004,0.3458897999999999
205,CFH UK,500709,PINV34292,2023-10-16T00:00:00.0000000,acid,RM01/0007,27600,0.2622538134565217
206,CFH UK,500521,PINV34267,2023-10-16T00:00:00.0000000,Alkalis,RM02/0001,26940,0.3458898
207,CLOVER,BASF2,63902,2023-10-16T00:00:00.0000000,anionic surfactant,RM10/0001,24060,0.548811816
208,CHBE,600848,PI23100136,2023-10-15T00:00:00.0000000,Bleaching agent,RM04/0001,27760,0.34
209,CHBE,601609,PI23100145,2023-10-15T00:00:00.0000000,Bleaching agent,RM04/0001,28000,0.445
210,CHBE,600848,PI23100139,2023-10-15T00:00:00.0000000,Bleaching agent,RM04/0001,27660,0.34
211,CHBE,605684,PI23100140,2023-10-15T00:00:00.0000000,Alkalis,RM02/0001,28060,0.3
212,CHBE,600435,PI23100138,2023-10-15T00:00:00.0000000,solvent,RM08/0017,23000,1.14
213,CHBE,605845,PI23100137,2023-10-15T00:00:00.0000000,acid,RM01/0001,28020,0.6299999999999998
214,CHBE,601667,PI23100146,2023-10-15T00:00:00.0000000,Alkalis,RM02/0001,28100,0.3
215,CHCZ,42937400,2311204086,2023-10-13T00:00:00.0000000,builder,RM20/0001,1253,1.908697592
216,CHBE,602572,PI23100118,2023-10-12T00:00:00.0000000,non-ionic surfactant,RM12/0003,19900,1.6090000000000002
217,CHBE,600025,PI23100117,2023-10-12T00:00:00.0000000,Alkalis,RM02/0001,28780,0.3
218,CFH UK,500521,PINV34229,2023-10-11T00:00:00.0000000,Alkalis,RM02/0001,27660,0.3458898
219,CFH UK,500521,PINV34228,2023-10-11T00:00:00.0000000,Alkalis,RM02/0001,27600,0.3458897999999999
220,CFH UK,500521,PINV34284,2023-10-11T00:00:00.0000000,Alkalis,RM02/0001,27660,0.3458898
221,CHBE,600700,PI23100111,2023-10-11T00:00:00.0000000,acid,RM01/0001,28760,0.6349999999999999
222,CHBE,600848,PI23100115,2023-10-11T00:00:00.0000000,Bleaching agent,RM04/0001,28000,0.34
223,CHBE,601392,PI23100104,2023-10-11T00:00:00.0000000,Alkalis,RM02/0002,28000,0.5589999999999999
224,CUK,502381,PINV122725,2023-10-11T00:00:00.0000000,Alkalis,RM02/0001,27080.000000000004,0.3539605619999999
225,CFH UK,500265,PINV34288,2023-10-11T00:00:00.0000000,Bleaching agent,RM04/0006,24920,0.1960042199999999
226,CHBE,600848,PI23100108,2023-10-11T00:00:00.0000000,Bleaching agent,RM04/0001,27240,0.34
227,CFH UK,500521,PINV34252,2023-10-11T00:00:00.0000000,Alkalis,RM02/0001,27300,0.3458897999999999
228,CFH UK,500521,PINV34285,2023-10-11T00:00:00.0000000,Alkalis,RM02/0001,27880,0.3458898
229,CFH UK,500521,PINV34230,2023-10-11T00:00:00.0000000,Alkalis,RM02/0001,27840,0.3458897999999999
230,CHCZ,27494942,100234675,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0006,1260,0.3435852
231,CHBE,600848,PI23100093,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0001,28060,0.34
232,CHBE,600848,PI23100094,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0001,27760,0.34
233,CHBE,600347,PI23100048,2023-10-10T00:00:00.0000000,solvent,RM08/0017,24840,1.1249999999999998
234,CHCZ,27494942,100234675,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0006,1248,0.3435852
235,CHBE,600848,PI23100096,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0001,56000,0.34
236,CHBE,600848,PI23100095,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0001,55860,0.34
237,CHBE,600025,PI23100052,2023-10-10T00:00:00.0000000,Alkalis,RM02/0001,28360,0.3
238,CHCZ,27494942,100234675,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0006,1215,0.3435852
239,CHCZ,27494942,100234675,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0006,1215,0.3435852
240,CHBE,602572,PI23100049,2023-10-10T00:00:00.0000000,acid,RM01/0004,21680,0.845
241,CFH UK,500709,PINV34289,2023-10-10T00:00:00.0000000,acid,RM01/0007,27360,0.2622538317785088
242,CFH UK,500521,PINV34226,2023-10-10T00:00:00.0000000,Alkalis,RM02/0001,27440,0.3458897999999999
243,CHCZ,27494942,100234675,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0006,1262,0.3435852
244,UNX,2891,20230034126,2023-10-10T00:00:00.0000000,Alkalis,RM02/0001,21781.52939397224,0.3808867309398344
245,CHBE,600848,PI23100092,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0001,27960,0.34
246,CHCZ,27494942,100234675,2023-10-10T00:00:00.0000000,Bleaching agent,RM04/0006,1282,0.3435852
247,CHBE,601046,PI23100051,2023-10-10T00:00:00.0000000,acid,RM01/0001,24980,0.65
248,CFH UK,500521,PINV34227,2023-10-10T00:00:00.0000000,Alkalis,RM02/0001,27120,0.3458897999999999
