,SITE,SUPPLIER NUMBER,PURCHASE NUMBER,POSTING DATE,Group Description,Key RM code,WEIGHT (kg),PRICE (EUR/kg)
0,CHBE,600025,PI24030316,2024-03-20T00:00:00.0000000,Alkalis,RM02/0001,28680.0,0.275
1,CHBE,602572,PI24030313,2024-03-20T00:00:00.0000000,non-ionic surfactant,RM12/0002,24140.0,1.6269999999999998
2,CHBE,600025,PI24030315,2024-03-20T00:00:00.0000000,Alkalis,RM02/0001,240.0,0.275
3,CHBE,605684,PI24030314,2024-03-20T00:00:00.0000000,Alkalis,RM02/0001,29000.0,0.275
4,CHBE,600025,PI24030311,2024-03-20T00:00:00.0000000,Alkalis,RM02/0001,28160.0,0.275
5,CHBE,601046,PI24030244,2024-03-19T00:00:00.0000000,acid,RM01/0001,25020.0,0.58
6,CHBE,600848,PI24030230,2024-03-19T00:00:00.0000000,Bleaching agent,RM04/0001,27720.0,0.325
7,CHBE,600848,PI24030309,2024-03-19T00:00:00.0000000,Bleaching agent,RM04/0001,27240.0,0.325
8,CHBE,602923,PI24030242,2024-03-19T00:00:00.0000000,non-ionic surfactant,RM12/0005,19940.0,1.828
9,CHBE,601046,PI24030235,2024-03-19T00:00:00.0000000,acid,RM01/0001,24940.0,0.58
10,CHBE,600848,PI24030240,2024-03-19T00:00:00.0000000,Bleaching agent,RM04/0001,27680.0,0.325
11,CHBE,605684,PI24030243,2024-03-19T00:00:00.0000000,Bleaching agent,RM04/0006,28020.0,0.225
12,CHBE,601667,PI24030050,2024-03-18T00:00:00.0000000,Alkalis,RM02/0001,28360.0,0.272
13,CHBE,600435,PI24030214,2024-03-18T00:00:00.0000000,builder,RM20/0001,15000.0,1.3
14,CFH UK,500019,PINV37176,2024-03-18T00:00:00.0000000,Alkalis,RM02/0001,28080.0,0.3228761200000001
15,CHBE,601046,PI24030026,2024-03-15T00:00:00.0000000,acid,RM01/0001,24980.0,0.58
16,CHBE,600848,PI24030085,2024-03-15T00:00:00.0000000,Bleaching agent,RM04/0001,27700.0,0.325
17,CHBE,605684,PI24030059,2024-03-15T00:00:00.0000000,Alkalis,RM02/0001,28640.0,0.275
18,CHBE,600558,PI24030086,2024-03-15T00:00:00.0000000,fatty acid,RM14/0001,2068.0,1.2576015473887814
19,CHBE,601667,PI24030071,2024-03-15T00:00:00.0000000,acid,RM01/0007,5240.0,0.332
20,CHBE,601392,PI24030073,2024-03-15T00:00:00.0000000,Alkalis,RM02/0002,26980.0,0.542
21,CHBE,600848,PI24030034,2024-03-15T00:00:00.0000000,Bleaching agent,RM04/0001,27660.0,0.325
22,CHBE,602533,PI24030033,2024-03-15T00:00:00.0000000,acid,RM01/0001,27000.0,0.58683
23,CHBE,600848,PI24030030,2024-03-15T00:00:00.0000000,Bleaching agent,RM04/0001,27700.0,0.325
24,CHBE,602923,PI24030047,2024-03-15T00:00:00.0000000,non-ionic surfactant,RM12/0005,20080.0,1.793
25,CHBE,602572,PI24030053,2024-03-15T00:00:00.0000000,non-ionic surfactant,RM12/0003,20100.0,1.479
26,CHBE,605684,PI24030090,2024-03-15T00:00:00.0000000,Bleaching agent,RM04/0006,28160.0,0.225
27,CHBE,601085,PI24030038,2024-03-15T00:00:00.0000000,anionic surfactant,RM10/0002,20000.0,1.5
28,CHBE,600021,PI24030039,2024-03-15T00:00:00.0000000,acid,RM01/0004,21980.0,0.6249999999999998
29,CHBE,600848,PI24030022,2024-03-15T00:00:00.0000000,Bleaching agent,RM04/0001,27720.0,0.325
30,CHBE,600848,PI24030088,2024-03-15T00:00:00.0000000,Bleaching agent,RM04/0001,27740.0,0.325
31,CHCZ,63988186,,2024-03-14T00:00:00.0000000,Bleaching agent,RM04/0006,1246.0,0.347616
32,CHCZ,49613464,,2024-03-14T00:00:00.0000000,builder,RM20/0020,1250.0,0.8097408
33,CHCZ,49613464,,2024-03-14T00:00:00.0000000,builder,RM20/0020,1250.0,0.8097408
34,CHCZ,63988186,,2024-03-14T00:00:00.0000000,anionic surfactant,RM10/0001,999.0,0.5970816
35,CHCZ,63988186,,2024-03-14T00:00:00.0000000,Bleaching agent,RM04/0006,1248.0,0.347616
36,CFH UK,500116,PINV37188,2024-03-14T00:00:00.0000000,non-ionic surfactant,RM12/0002,1000.0,2.2370702600000003
37,CHCZ,63988186,,2024-03-14T00:00:00.0000000,anionic surfactant,RM10/0001,999.0,0.5807232
38,CHCZ,27494942,,2024-03-14T00:00:00.0000000,acid,RM01/0006,1600.0,1.0346688
39,CHCZ,63988186,,2024-03-14T00:00:00.0000000,Bleaching agent,RM04/0006,1230.0,0.347616
40,CHCZ,27494942,,2024-03-14T00:00:00.0000000,Alkalis,RM02/0001,23860.0,0.3087647999999999
41,CHCZ,63988186,,2024-03-14T00:00:00.0000000,Bleaching agent,RM04/0006,1272.0,0.347616
42,CHCZ,49613464,,2024-03-14T00:00:00.0000000,builder,RM20/0020,1250.0,0.8097408
43,CHCZ,49613464,,2024-03-14T00:00:00.0000000,builder,RM20/0020,1250.0,0.8097408
44,CFH UK,500709,PINV37192,2024-03-13T00:00:00.0000000,acid,RM01/0007,27900.0,0.2622562524623656
45,CLOVER,STEP1,64990,2024-03-13T00:00:00.0000000,anionic surfactant,RM10/0001,24020.0,0.54197063
46,CFH UK,500521,PINV37194,2024-03-13T00:00:00.0000000,Alkalis,RM02/0001,27380.0,0.328641765
47,CLOVER,BASF2,64883,2024-03-13T00:00:00.0000000,non-ionic surfactant,RM12/0008,25080.0,1.8000343689999998
48,CUK,502381,PINV126049,2024-03-13T00:00:00.0000000,Alkalis,RM02/0001,27640.0,0.3367136679999999
49,CHBE,600025,PI24030096,2024-03-13T00:00:00.0000000,Alkalis,RM02/0001,29260.0,0.275
50,CHBE,601046,PI24030095,2024-03-13T00:00:00.0000000,acid,RM01/0001,25120.0,0.58
51,CHCZ,49613464,3020325197,2024-03-12T00:00:00.0000000,Alkalis,RM02/0002,1495.0,0.6052608
52,CHCZ,49613464,3020325197,2024-03-12T00:00:00.0000000,Alkalis,RM02/0002,1496.0,0.6052608
53,CFH UK,500521,PINV37143,2024-03-12T00:00:00.0000000,Alkalis,RM02/0001,27940.0,0.328641765
54,CFH UK,500521,PINV37142,2024-03-12T00:00:00.0000000,Alkalis,RM02/0001,27940.0,0.328641765
55,CFH UK,500709,PINV37144,2024-03-12T00:00:00.0000000,acid,RM01/0007,27560.000000000004,0.26225609499746
56,CFH UK,500521,PINV37151,2024-03-11T00:00:00.0000000,Alkalis,RM02/0001,27740.0,0.328641765
57,CFH UK,500521,PINV37152,2024-03-11T00:00:00.0000000,Alkalis,RM02/0001,27440.0,0.328641765
58,CFH UK,500709,PINV37157,2024-03-11T00:00:00.0000000,acid,RM01/0007,27840.0,0.2622560787661638
59,PLIWA,830075,PI2403021,2024-03-11T00:00:00.0000000,Alkalis,RM02/0001,6000.0,0.416
60,CHBE,600848,PI24030152,2024-03-10T00:00:00.0000000,Bleaching agent,RM04/0001,27700.0,0.325
61,CHBE,601046,PI24030201,2024-03-10T00:00:00.0000000,acid,RM01/0001,24980.0,0.58
62,CHBE,605684,PI24030145,2024-03-10T00:00:00.0000000,Bleaching agent,RM04/0006,27960.0,0.225
63,CHBE,605684,PI24030043,2024-03-10T00:00:00.0000000,Alkalis,RM02/0001,28640.0,0.275
64,CHBE,601667,PI24030130,2024-03-10T00:00:00.0000000,Alkalis,RM02/0001,28620.0,0.272
65,CHBE,601667,PI24030171,2024-03-10T00:00:00.0000000,Alkalis,RM02/0001,28040.0,0.272
66,CHBE,600848,PI24030137,2024-03-10T00:00:00.0000000,Bleaching agent,RM04/0001,27680.0,0.325
67,CHBE,600435,PI24030105,2024-03-10T00:00:00.0000000,solvent,RM08/0017,25000.0,1.025
68,CHBE,600848,PI24030141,2024-03-10T00:00:00.0000000,Bleaching agent,RM04/0001,28120.0,0.325
69,CHBE,600848,PI24030189,2024-03-10T00:00:00.0000000,Bleaching agent,RM04/0001,27760.0,0.325
70,CHBE,600435,PI24030016,2024-03-10T00:00:00.0000000,builder,RM20/0015,5000.0,1.1
71,CHBE,602572,PI24030176,2024-03-10T00:00:00.0000000,acid,RM01/0004,21580.0,0.6599999999999999
72,CHBE,601667,PI24030129,2024-03-10T00:00:00.0000000,Alkalis,RM02/0001,28220.0,0.272
73,CHBE,602572,PI24030198,2024-03-10T00:00:00.0000000,non-ionic surfactant,RM12/0003,20480.0,1.4469999999999998
74,CHBE,602572,PI24030158,2024-03-10T00:00:00.0000000,non-ionic surfactant,RM12/0003,20480.0,1.4469999999999998
75,CHBE,605684,PI24030162,2024-03-10T00:00:00.0000000,Alkalis,RM02/0001,28340.0,0.275
76,CHBE,602572,PI24030199,2024-03-10T00:00:00.0000000,non-ionic surfactant,RM12/0005,20360.0,1.788
77,CHBE,602533,PI24030143,2024-03-10T00:00:00.0000000,acid,RM01/0001,27000.0,0.58683
78,CHBE,602923,PI24030184,2024-03-10T00:00:00.0000000,non-ionic surfactant,RM12/0005,20200.0,1.793
79,CHBE,602572,PI24030177,2024-03-10T00:00:00.0000000,non-ionic surfactant,RM12/0008,10000.0,1.818
80,CHBE,601667,PI24030156,2024-03-10T00:00:00.0000000,acid,RM01/0007,5240.0,0.332
81,CHBE,600025,PI24030136,2024-03-10T00:00:00.0000000,Alkalis,RM02/0001,28520.0,0.275
82,CHBE,601046,PI24030160,2024-03-10T00:00:00.0000000,acid,RM01/0001,25140.0,0.58
83,CHBE,600558,PI24030203,2024-03-10T00:00:00.0000000,fatty acid,RM14/0001,4273.0,1.2575988766674469
84,CFH UK,500019,PINV37158,2024-03-08T00:00:00.0000000,Alkalis,RM02/0001,27960.0,0.32287612
85,CHCZ,63988186,1410355108,2024-03-07T00:00:00.0000000,Bleaching agent,RM04/0006,46.0,0.347616
86,CFH UK,500521,PINV37156,2024-03-07T00:00:00.0000000,Alkalis,RM02/0001,27300.0,0.328641765
87,CFH UK,500709,PINV37155,2024-03-07T00:00:00.0000000,acid,RM01/0007,27180.0,0.262256238776674
88,CHCZ,63988186,1410355108,2024-03-07T00:00:00.0000000,Bleaching agent,RM04/0006,1237.0,0.347616
89,CHCZ,63988186,1410355108,2024-03-07T00:00:00.0000000,Bleaching agent,RM04/0006,1196.0,0.347616
90,CHCZ,63988186,1410355108,2024-03-07T00:00:00.0000000,Bleaching agent,RM04/0006,1243.0,0.347616
91,CHCZ,63988186,1410355108,2024-03-07T00:00:00.0000000,Bleaching agent,RM04/0006,1239.0,0.347616
92,CFH UK,500265,PINV37161,2024-03-06T00:00:00.0000000,Bleaching agent,RM04/0006,25100.0,0.20756322
93,CFH UK,500521,PINV37162,2024-03-06T00:00:00.0000000,Alkalis,RM02/0001,28000.0,0.328641765
94,CLOVER,INOV1,64908,2024-03-05T00:00:00.0000000,Bleaching agent,RM04/0006,15000.0,0.21909451
95,CFH UK,500521,PINV37173,2024-03-05T00:00:00.0000000,Alkalis,RM02/0001,27500.0,0.328641765
96,CFH UK,500709,PINV37178,2024-03-05T00:00:00.0000000,acid,RM01/0007,27720.0,0.2622561451096681
97,CFH UK,500521,PINV37172,2024-03-05T00:00:00.0000000,Alkalis,RM02/0001,27280.0,0.328641765
98,CFH UK,500521,PINV37174,2024-03-05T00:00:00.0000000,Alkalis,RM02/0001,27900.0,0.328641765
99,CHCZ,27494942,,2024-03-05T00:00:00.0000000,builder,RM20/0020,999.0,0.8833536
100,CHCZ,27494942,100241037,2024-03-05T00:00:00.0000000,Alkalis,RM02/0001,23920.0,0.3087647999999999
101,CHCZ,27494942,,2024-03-05T00:00:00.0000000,builder,RM20/0020,1216.0,0.8833536
102,PLIWA,830094,PI2403006,2024-03-05T00:00:00.0000000,Bleaching agent,RM04/0001,6000.0,0.908
103,CFH UK,500019,PINV37167,2024-03-04T00:00:00.0000000,Alkalis,RM02/0001,27140.0,0.32287612
104,CFH UK,500712,PINV37165,2024-03-04T00:00:00.0000000,acid,RM01/0006,25200.0,1.2400004805917602
105,CHBE,601046,PI24030009,2024-03-03T00:00:00.0000000,acid,RM01/0001,25020.0,0.58
106,CHBE,600391,PI24030013,2024-03-03T00:00:00.0000000,Solvent,RM08/0010,24780.0,0.495
107,CFH UK,500017,PINV37164,2024-03-01T00:00:00.0000000,builder,RM20/0020,26800.0,0.7400002868047602
108,CHBE,601027,PI24030002,2024-03-01T00:00:00.0000000,acid,RM01/0006,25000.0,1.0000000000000002
109,CLOVER,CHRI1,64933,2024-03-01T00:00:00.0000000,non-ionic surfactant,RM12/0003,1900.0,2.01797575
110,CHIT,487190,24-IT0238,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,55080.0,0.3150217864923747
111,CHES,400138,FP24-00847,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,25820.0,0.3
112,CHIT,494030,24-IT0218,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,52040.0,0.3149615680245965
113,CHES,400138,FP24-00845,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,25720.0,0.3
114,CHBE,600848,PI24020497,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0001,27480.0,0.325
115,CHBE,602656,PI24020507,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0006,87318.0,0.225000114523924
116,EUROSANEX,400138,FP24-00846,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,25680.000000000004,0.33
117,CHES,400138,FP24-00852,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0006,25620.0,0.155
118,CHBE,600168,PI24020628,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0001,289980.0,0.3415500379336505
119,CHES,400138,FP24-00848,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0006,25760.0,0.155
120,CHES,400138,FP24-00849,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0006,8780.0,0.1549999999999999
121,CHBE,600435,PI24021068,2024-02-29T00:00:00.0000000,builder,RM20/0020,26000.0,0.715
122,CHBE,600025,PI24020451,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,28440.0,0.275
123,CHIT,494030,24-IT0231,2024-02-29T00:00:00.0000000,acid,RM01/0004,9900.0,0.78
124,CHBE,601046,PI24020453,2024-02-29T00:00:00.0000000,acid,RM01/0001,25140.0,0.58
125,CHIT,494030,24-IT0231,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,26800.0,0.293
126,CHBE,600025,PI24020800,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,28540.0,0.275
127,CHES,400011,FP24-00766,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0006,26620.000000000004,0.1549999999999999
128,CHBE,603440,PI24020484,2024-02-29T00:00:00.0000000,acid,RM01/0004,25000.0,0.6449999999999999
129,CHBE,600025,PI24020488,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,28840.0,0.275
130,CUK,500086,PINV125751,2024-02-29T00:00:00.0000000,builder,RM20/0001,7500.0,1.527895925
131,CHBE,600005,PI24020632,2024-02-29T00:00:00.0000000,builder,RM20/0020,25000.0,0.73
132,CHBE,600025,PI24020448,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,28640.0,0.275
133,CHIT,487190,24-IT0255,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,27680.0,0.31
134,CHBE,601667,PI24020629,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,27700.0,0.272
135,CHBE,600021,PI24020498,2024-02-29T00:00:00.0000000,acid,RM01/0004,22020.0,0.625
136,CHBE,600025,PI24020450,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,28760.0,0.275
137,CHES,400050,FP24-00860,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0001,7999.999999999996,0.482
138,CHIT,494030,24-IT0231,2024-02-29T00:00:00.0000000,builder,RM20/0020,11840.0,0.78
139,CHES,400050,FP24-00910,2024-02-29T00:00:00.0000000,builder,RM20/0020,10520.0,1.12
140,CUK,502475,PINV125799,2024-02-29T00:00:00.0000000,non-ionic surfactant,RM12/0005,23160.0,2.159810617
141,CHES,400011,FP24-00923,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,23700.0,0.33
142,CHBE,600848,PI24020467,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0001,27740.0,0.325
143,EUROSANEX,400216,FP24-00757,2024-02-29T00:00:00.0000000,anionic surfactant,RM10/0001,4000.0,0.71
144,CHBE,600848,PI24020805,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0001,27760.0,0.325
145,CHBE,600848,PI24020486,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0001,27760.0,0.325
146,CHES,400872,FP24-00803,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0001,23840.0,0.42075
147,CHES,400088,FP24-00756,2024-02-29T00:00:00.0000000,builder,RM20/0020,2500.0,1.1
148,CHES,400149,FP24-00855,2024-02-29T00:00:00.0000000,Alkalis,RM02/0002,24120.0,0.655
149,CHBE,600848,PI24020464,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0001,27740.0,0.325
150,CHIT,464010,24-ITUE010,2024-02-29T00:00:00.0000000,builder,RM20/0020,24480.0,0.7300000000000002
151,CHES,400138,FP24-00850,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0006,25060.0,0.155
152,CFH UK,500521,PINV37067,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,27440.0,0.328641765
153,CHES,400138,FP24-00851,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,25480.000000000004,0.33
154,CHBE,602572,PI24020456,2024-02-29T00:00:00.0000000,non-ionic surfactant,RM12/0003,21740.0,1.479
155,CHBE,601085,PI24020459,2024-02-29T00:00:00.0000000,non-ionic surfactant,RM12/0002,21480.0,1.5079999999999998
156,CHBE,602572,PI24020455,2024-02-29T00:00:00.0000000,non-ionic surfactant,RM12/0003,20680.0,1.4429999999999998
157,CHBE,602572,PI24020491,2024-02-29T00:00:00.0000000,non-ionic surfactant,RM12/0003,20080.0,1.4469999999999998
158,CHBE,602572,PI24020471,2024-02-29T00:00:00.0000000,non-ionic surfactant,RM12/0005,16780.0,1.788
159,CHIT,494030,24-IT0218,2024-02-29T00:00:00.0000000,acid,RM01/0004,9980.0,0.68
160,CHBE,605684,PI24020470,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0006,28020.0,0.225
161,CHBE,601667,PI24020460,2024-02-29T00:00:00.0000000,acid,RM01/0007,5240.0,0.332
162,CHIT,494030,24-IT0218,2024-02-29T00:00:00.0000000,Alkalis,RM02/0002,27970.0,0.64
163,CHES,400020,FP24-00770,2024-02-29T00:00:00.0000000,fatty acid,RM14/0001,1800.0,1.4480000000000002
164,CHIT,498950,24-IT0242,2024-02-29T00:00:00.0000000,Bleaching agent,RM04/0006,25300.0,0.235
165,EUROSANEX,400106,FP24-00814,2024-02-29T00:00:00.0000000,non-ionic surfactant,RM12/0002,900.0,2.6
166,CHIT,488930,24-IT0256,2024-02-29T00:00:00.0000000,builder,RM20/0001,6940.0,1.49
167,CHBE,600558,PI24020463,2024-02-29T00:00:00.0000000,fatty acid,RM14/0001,3292.0,1.2573997569866342
168,CHBE,600025,PI24020489,2024-02-29T00:00:00.0000000,Alkalis,RM02/0001,28700.0,0.275
169,EUROSANEX,400236,FP24-00734,2024-02-28T00:00:00.0000000,acid,RM01/0006,1500.0,1.19
170,CUK,502381,PINV125670,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,27920.0,0.3367136679999999
171,CFH UK,500265,PINV36968,2024-02-28T00:00:00.0000000,Bleaching agent,RM04/0006,25100.0,0.20756322
172,UNX,2891,20240035629,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,20334.91555501565,0.3808222925563085
173,UNX,3066,20240035674,2024-02-28T00:00:00.0000000,acid,RM01/0006,4762.768756236959,1.70601152205
174,CHBE,605684,PI24020925,2024-02-28T00:00:00.0000000,Bleaching agent,RM04/0006,28080.0,0.225
175,CFH UK,500709,PINV36889,2024-02-28T00:00:00.0000000,acid,RM01/0007,27700.0,0.2622560868407943
176,CHBE,602533,PI24020799,2024-02-28T00:00:00.0000000,acid,RM01/0001,27020.0,0.603179866765359
177,CFH UK,500521,PINV37053,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,27400.0,0.328641765
178,CUK,502381,PINV125662,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,27400.0,0.3424793129999999
179,CUK,502381,PINV125663,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,27400.0,0.3424793129999999
180,CFH UK,500521,PINV37060,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,27400.0,0.328641765
181,CUK,502381,PINV125664,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,26660.0,0.3424793130000001
182,CUK,502381,PINV125665,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,26440.0,0.3424793130000001
183,CUK,502381,PINV125669,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,27000.0,0.336713668
184,CUK,502381,PINV125666,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,27440.0,0.3367136679999999
185,CUK,502381,PINV125668,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,27740.0,0.3367136679999999
186,CUK,502381,PINV125667,2024-02-28T00:00:00.0000000,Alkalis,RM02/0001,27600.0,0.336713668
187,CFH UK,500521,PINV36812,2024-02-27T00:00:00.0000000,Alkalis,RM02/0001,27700.0,0.328641765
188,CHCZ,27494942,100240942,2024-02-27T00:00:00.0000000,Alkalis,RM02/0002,1522.0,0.552096
189,CFH UK,500521,PINV37059,2024-02-27T00:00:00.0000000,Alkalis,RM02/0001,27360.0,0.328641765
190,CHBE,605684,PI24020924,2024-02-27T00:00:00.0000000,Alkalis,RM02/0001,28920.0,0.275
191,CUK,500146,PINV125642,2024-02-27T00:00:00.0000000,Alkalis,RM02/0002,3398.0000000000005,0.71493998
192,CHBE,600848,PI24020351,2024-02-26T00:00:00.0000000,Bleaching agent,RM04/0001,27660.0,0.325
193,CFH UK,500709,PINV36781,2024-02-26T00:00:00.0000000,acid,RM01/0007,27900.0,0.2622562524623656
194,CHIT,464010,24-ITUE007,2024-02-26T00:00:00.0000000,builder,RM20/0020,23580.0,0.7299999999999996
195,CHIT,498950,24-IT0151,2024-02-26T00:00:00.0000000,Bleaching agent,RM04/0006,24620.0,0.22
196,CFH UK,500019,PINV36969,2024-02-26T00:00:00.0000000,Alkalis,RM02/0001,28080.0,0.3228761200000001
197,CFH UK,500521,PINV37054,2024-02-26T00:00:00.0000000,Alkalis,RM02/0001,27580.0,0.328641765
198,CHIT,466470,24-IT0132,2024-02-26T00:00:00.0000000,non-ionic surfactant,RM12/0008,10320.0,1.891
199,CFH UK,500521,PINV36782,2024-02-26T00:00:00.0000000,Alkalis,RM02/0001,27100.000000000004,0.328641765
200,CHES,400173,FP24-00695,2024-02-26T00:00:00.0000000,acid,RM01/0007,2400.0,0.46
201,CHIT,498950,24-IT0150,2024-02-26T00:00:00.0000000,Bleaching agent,RM04/0006,25580.0,0.235
202,CHIT,489630,24-IT0157,2024-02-26T00:00:00.0000000,anionic surfactant,RM10/0002,1000.0,1.7500000000000002
203,CHIT,489630,24-IT0157,2024-02-26T00:00:00.0000000,Solvent,RM08/0010,1000.0,0.7400000000000001
204,CHBE,600848,PI24020379,2024-02-25T00:00:00.0000000,Bleaching agent,RM04/0001,27760.0,0.325
205,CHBE,600848,PI24020403,2024-02-25T00:00:00.0000000,Bleaching agent,RM04/0001,27700.0,0.325
206,CHBE,601085,PI24020359,2024-02-25T00:00:00.0000000,non-ionic surfactant,RM12/0003,21060.0,1.443
207,CHBE,601667,PI24020386,2024-02-25T00:00:00.0000000,Alkalis,RM02/0001,28220.0,0.272
208,CHBE,600848,PI24020394,2024-02-25T00:00:00.0000000,Bleaching agent,RM04/0001,27420.0,0.325
209,CHBE,602533,PI24020401,2024-02-25T00:00:00.0000000,acid,RM01/0001,27020.0,0.603179866765359
210,CHBE,605684,PI24020358,2024-02-25T00:00:00.0000000,Alkalis,RM02/0001,28780.0,0.275
211,CHBE,601667,PI24020384,2024-02-25T00:00:00.0000000,acid,RM01/0007,5240.0,0.332
212,CHBE,602989,PI24020363,2024-02-25T00:00:00.0000000,Alkalis,RM02/0001,28380.0,0.28
213,CHBE,602572,PI24020381,2024-02-25T00:00:00.0000000,non-ionic surfactant,RM12/0003,20520.0,1.4469999999999998
214,CHBE,602989,PI24020362,2024-02-25T00:00:00.0000000,Alkalis,RM02/0001,28800.0,0.28
215,CHBE,600435,PI24020372,2024-02-25T00:00:00.0000000,solvent,RM08/0017,25000.0,1.025
216,CHBE,600025,PI24020380,2024-02-25T00:00:00.0000000,Alkalis,RM02/0001,28520.0,0.275
217,CHBE,600025,PI24020356,2024-02-25T00:00:00.0000000,Alkalis,RM02/0001,28540.0,0.275
218,CFH UK,500265,PINV36784,2024-02-23T00:00:00.0000000,Bleaching agent,RM04/0006,25120.0,0.20756322
219,CHBE,600848,PI24020322,2024-02-23T00:00:00.0000000,Bleaching agent,RM04/0001,27740.0,0.325
220,CFH UK,500521,PINV36785,2024-02-23T00:00:00.0000000,Alkalis,RM02/0001,27580.0,0.328641765
221,CHBE,600558,PI24020325,2024-02-23T00:00:00.0000000,fatty acid,RM14/0001,5509.0,1.2574006171719003
222,EUROSANEX,400149,FP24-00646,2024-02-23T00:00:00.0000000,Alkalis,RM02/0002,24100.0,0.64
223,CHBE,600435,PI24020320,2024-02-23T00:00:00.0000000,solvent,RM08/0017,25000.0,1.025
224,CHCZ,63988186,1410353764,2024-02-22T00:00:00.0000000,Bleaching agent,RM04/0006,1245.0,0.347616
225,CHBE,602572,PI24020310,2024-02-22T00:00:00.0000000,non-ionic surfactant,RM12/0008,10020.0,1.818
226,CHCZ,63988186,1410353764,2024-02-22T00:00:00.0000000,Bleaching agent,RM04/0006,1214.0,0.347616
227,CHES,400041,FP24-00571,2024-02-22T00:00:00.0000000,anionic surfactant,RM10/0001,24540.000000000004,0.5149999999999999
228,CHBE,601085,PI24020294,2024-02-22T00:00:00.0000000,anionic surfactant,RM10/0002,19860.0,1.5
229,CFH UK,500709,PINV36788,2024-02-22T00:00:00.0000000,acid,RM01/0007,27760.0,0.2622562613955331
230,CHCZ,63988186,1410353764,2024-02-22T00:00:00.0000000,Bleaching agent,RM04/0006,1242.0,0.347616
231,PLIWA,830075,PI2402064,2024-02-22T00:00:00.0000000,Alkalis,RM02/0001,6000.0,0.416
232,CHCZ,27494942,100240860,2024-02-22T00:00:00.0000000,Alkalis,RM02/0002,1496.0,0.552096
233,CHCZ,27494942,100240860,2024-02-22T00:00:00.0000000,builder,RM20/0020,1301.0,0.8833536
234,CHCZ,27494942,100240860,2024-02-22T00:00:00.0000000,builder,RM20/0020,1303.0,0.8833536
235,CHCZ,63988186,1410353764,2024-02-22T00:00:00.0000000,Bleaching agent,RM04/0006,1249.0,0.347616
236,CHCZ,63988186,1410353764,2024-02-22T00:00:00.0000000,Bleaching agent,RM04/0006,1247.0,0.347616
237,CHCZ,61498882,24400087,2024-02-22T00:00:00.0000000,builder,RM20/0001,1249.0,1.4115990528000002
238,CHCZ,63988186,1410353764,2024-02-22T00:00:00.0000000,Bleaching agent,RM04/0006,1241.0,0.347616
239,CHCZ,63988186,1410353764,2024-02-22T00:00:00.0000000,Bleaching agent,RM04/0006,1224.0,0.347616
240,CHBE,605845,PI24020303,2024-02-22T00:00:00.0000000,acid,RM01/0001,28000.0,0.6
241,CHBE,601667,PI24020295,2024-02-22T00:00:00.0000000,Alkalis,RM02/0001,28660.0,0.272
242,CHBE,600025,PI24020308,2024-02-22T00:00:00.0000000,Alkalis,RM02/0001,28680.0,0.275
243,CHBE,601046,PI24020309,2024-02-22T00:00:00.0000000,acid,RM01/0001,25240.0,0.58
