,SITE,SUPPLIER NUMBER,PURCHASE NUMBER,POSTING DATE,Group Description,Key RM code,WEIGHT (kg),PRICE (EUR/kg)
6671,CFH UK,500521,PINV23609,2022-04-07T00:00:00.0000000,Alkalis,RM02/0001,28060.0,0.3482449580000001
6672,CUK,500086,PINV110274,2022-04-06T00:00:00.0000000,builder,RM20/0001,7500.0,3.04426056
6673,CFH UK,500521,PINV23621,2022-04-06T00:00:00.0000000,Alkalis,RM02/0001,27940.0,0.3482449579999999
6674,CLOVER,AKZO2,59710,2022-04-05T00:00:00.0000000,builder,RM20/0015,26820.0,1.1277601620000002
6675,CFH UK,500103,PINV23611,2022-04-05T00:00:00.0000000,acid,RM01/0007,27320.000000000004,0.374766925
6676,CHBE,605684,PI22040004,2022-04-05T00:00:00.0000000,Bleaching agent,RM04/0006,28260.0,0.183
6677,CHBE,602572,PI22040307,2022-04-05T00:00:00.0000000,non-ionic surfactant,RM12/0003,15040.0,1.831
6678,CHCZ,27494942,100221615,2022-04-05T00:00:00.0000000,Alkalis,RM02/0001,23800.0,0.5766336
6679,CFH UK,500521,PINV23618,2022-04-04T00:00:00.0000000,Alkalis,RM02/0001,27840.0,0.3482449580000001
6680,CHCZ,27420761,119022345,2022-04-04T00:00:00.0000000,anionic surfactant,RM10/0002,999.0,2.6257195008000003
6681,CHCZ,27420761,119022345,2022-04-04T00:00:00.0000000,anionic surfactant,RM10/0002,996.0,2.6257195008000003
6682,CFH UK,500521,PINV23615,2022-04-01T00:00:00.0000000,Alkalis,RM02/0001,26540.0,0.348244958
6683,CFH UK,500521,PINV23616,2022-04-01T00:00:00.0000000,Alkalis,RM02/0001,27960.0,0.348244958
6684,CUK,500146,PINV110626,2022-04-01T00:00:00.0000000,anionic surfactant,RM10/0001,5000.0,1.043581745
6685,CUK,502381,PINV110857,2022-04-01T00:00:00.0000000,Alkalis,RM02/0001,28180.0,0.364388764
6686,CFH UK,500521,PINV23725,2022-04-01T00:00:00.0000000,Alkalis,RM02/0001,26000.0,0.348244958
6687,CHBE,601085,PI22040323,2022-04-01T00:00:00.0000000,anionic surfactant,RM10/0002,19940.0,1.6250000000000002
6688,CFH UK,500103,PINV23808,2022-04-01T00:00:00.0000000,acid,RM01/0007,26880.0,0.374766925
6689,CLOVER,MONA2,59746,2022-04-01T00:00:00.0000000,Alkalis,RM02/0002,1500.0,1.21078545
6690,CHBE,602989,PI22041047,2022-04-01T00:00:00.0000000,Alkalis,RM02/0001,27760.0,0.34
6691,CHBE,601085,PI22040322,2022-04-01T00:00:00.0000000,anionic surfactant,RM10/0002,19920.0,1.625
6692,CHES,400097,FP22-00523,2022-03-31T00:00:00.0000000,builder,RM20/0001,2700.0,1.86
6693,CHBE,602656,PI22030827,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0006,117236.0,0.195
6694,CHBE,600435,PI22030815,2022-03-31T00:00:00.0000000,Solvent,RM08/0010,24760.0,1.815
6695,CHIT,466630,22-IT0348,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,27680.0,0.3905039739884392
6696,CHES,400050,FP22-00536,2022-03-31T00:00:00.0000000,non-ionic surfactant,RM12/0002,1800.0,2.925
6697,CHES,400041,FP22-00513,2022-03-31T00:00:00.0000000,anionic surfactant,RM10/0001,23880.0,0.74
6698,CHBE,602533,PI22031087,2022-03-31T00:00:00.0000000,acid,RM01/0001,26900.0,1.111
6699,CHBE,601046,PI22030588,2022-03-31T00:00:00.0000000,acid,RM01/0001,24780.0,1.1
6700,CHES,400138,FP22-00530,2022-03-31T00:00:00.0000000,Alkalis,RM02/0002,24080.0,1.0
6701,UNX,2891,20220025408,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0006,21766.25173047265,0.1621394743983035
6702,CHBE,601205,PI22030892,2022-03-31T00:00:00.0000000,non-ionic surfactant,RM12/0012,3000.0,3.0555
6703,CHCZ,49613464,3020280259,2022-03-31T00:00:00.0000000,Alkalis,RM02/0002,1504.0,1.0346688
6704,CHBE,602572,PI22030820,2022-03-31T00:00:00.0000000,non-ionic surfactant,RM12/0008,10160.0,2.1580000000000004
6705,CHCZ,27494942,100221565,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0006,1231.0,0.3026304
6706,CHBE,602572,PI22030461,2022-03-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,15900.0,1.831
6707,CHBE,602533,PI22030758,2022-03-31T00:00:00.0000000,acid,RM01/0001,26920.0,1.4313599554234768
6708,CHBE,602533,PI22030757,2022-03-31T00:00:00.0000000,acid,RM01/0001,27120.0,1.4313598820058997
6709,UNX,1667,20220025620,2022-03-31T00:00:00.0000000,builder,RM20/0020,2540.143336659711,1.8611034786000005
6710,CHBE,600089,PI22030683,2022-03-31T00:00:00.0000000,builder,RM20/0001,23820.0,1.7800000000000002
6711,CUK,502475,PINV110210,2022-03-31T00:00:00.0000000,non-ionic surfactant,RM12/0005,24740.0,2.551874477
6712,CHES,400236,FP22-00519,2022-03-31T00:00:00.0000000,acid,RM01/0006,9000.0,3.9
6713,CHIT,498950,22-IT0361,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0006,51580.0,0.18
6714,CHES,400173,FP22-00529,2022-03-31T00:00:00.0000000,anionic surfactant,RM10/0002,2000.0,1.96
6715,CHES,400011,FP22-00565,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,23560.0,0.5
6716,CHCZ,49613464,3020280259,2022-03-31T00:00:00.0000000,Alkalis,RM02/0002,1507.0,1.0346688
6717,CHBE,600848,PI22030547,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0001,28000.0,0.43
6718,CHBE,600168,PI22031030,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0001,886160.0,0.3390750428816465
6719,CHBE,602923,PI22030756,2022-03-31T00:00:00.0000000,non-ionic surfactant,RM12/0005,25180.0,2.1380000000000003
6720,CHES,400173,FP22-00529,2022-03-31T00:00:00.0000000,acid,RM01/0007,7200.0,0.47
6721,CHBE,600848,PI22030548,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0001,27640.0,0.43
6722,CHIT,466630,22-IT0350,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,27260.0,0.3905040352164344
6723,CHCZ,49613464,3020280259,2022-03-31T00:00:00.0000000,Alkalis,RM02/0002,1503.0,1.0346688000000002
6724,CHIT,466630,22-IT0349,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,27140.0,0.3905040530582167
6725,CHES,400149,FP22-00515,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,23820.0,0.422
6726,CUK,502381,PINV110182,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,27900.0,0.364388764
6727,CUK,500292,PINV110296,2022-03-31T00:00:00.0000000,anionic surfactant,RM10/0002,10000.0,1.919959785
6728,CHBE,601392,PI22030469,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,25002.0,0.333000159987201
6729,CHCZ,49613464,3020280259,2022-03-31T00:00:00.0000000,Alkalis,RM02/0002,1506.0,1.0346688000000002
6730,CHBE,600848,PI22030549,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0001,27940.0,0.4300000000000001
6731,CHBE,602572,PI22030553,2022-03-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,20180.0,1.835
6732,CFH UK,500521,PINV23357,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,27940.0,0.3482449579999999
6733,CHBE,600435,PI22030458,2022-03-31T00:00:00.0000000,solvent,RM08/0017,23000.0,3.325
6734,CFH UK,500521,PINV23358,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,27920.0,0.348244958
6735,CHIT,487210,22-ITUE013,2022-03-31T00:00:00.0000000,fatty acid,RM14/0001,1800.0,1.744
6736,CFH UK,500103,PINV23356,2022-03-31T00:00:00.0000000,acid,RM01/0007,27260.0,0.374766925
6737,CHBE,600916,PI22031035,2022-03-31T00:00:00.0000000,non-ionic surfactant,RM12/0002,24810.0,2.523
6738,CFH UK,500103,PINV23354,2022-03-31T00:00:00.0000000,acid,RM01/0007,19360.0,0.374766925
6739,CHBE,600848,PI22030465,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0001,27960.0,0.424
6740,CHIT,492190,22-IT0370,2022-03-31T00:00:00.0000000,Solvent,RM08/0010,5000.0,1.98
6741,CLOVER,STEP1,59712,2022-03-31T00:00:00.0000000,anionic surfactant,RM10/0001,25260.0,0.778362075
6742,CHBE,600025,PI22030825,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,28540.0,0.3229999999999999
6743,CHCZ,27494942,100221565,2022-03-31T00:00:00.0000000,Bleaching agent,RM04/0006,1254.0,0.3026304
6744,CHIT,464010,22-ITUE012,2022-03-31T00:00:00.0000000,builder,RM20/0020,26760.0,1.2
6745,CHBE,600025,PI22030587,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,28420.0,0.3229999999999999
6746,CHIT,492190,22-IT0370,2022-03-31T00:00:00.0000000,builder,RM20/0020,7530.000000000002,1.5299999999999998
6747,CHBE,600025,PI22030826,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,28560.0,0.3229999999999999
6748,CHBE,605684,PI22030475,2022-03-31T00:00:00.0000000,Alkalis,RM02/0001,27240.0,0.35
6749,CHBE,600021,PI22030580,2022-03-31T00:00:00.0000000,acid,RM01/0004,22040.0,1.2500000000000002
6750,CHCZ,49613464,3020280258,2022-03-30T00:00:00.0000000,acid,RM01/0006,3000.0,3.47616
6751,CHES,400138,FP22-00461,2022-03-30T00:00:00.0000000,Alkalis,RM02/0001,23360.0,0.43
6752,CHCZ,49613464,3020280258,2022-03-30T00:00:00.0000000,Alkalis,RM02/0002,1504.0,1.0346688
6753,CHBE,601392,PI22030682,2022-03-30T00:00:00.0000000,Alkalis,RM02/0001,25000.0,0.3329999999999999
6754,CHCZ,49613464,3020280258,2022-03-30T00:00:00.0000000,Alkalis,RM02/0002,899.0,1.0346688000000002
6755,CUK,502381,PINV110031,2022-03-30T00:00:00.0000000,Alkalis,RM02/0001,27400.0,0.364388764
6756,CHES,400149,FP22-00469,2022-03-30T00:00:00.0000000,Bleaching agent,RM04/0001,25100.0,0.5
6757,CHES,400011,FP22-00470,2022-03-30T00:00:00.0000000,Bleaching agent,RM04/0006,53560.0,0.28
6758,CFH UK,500521,PINV23352,2022-03-30T00:00:00.0000000,Alkalis,RM02/0001,27940.0,0.3482449579999999
6759,CLOVER,INOV1,59777,2022-03-30T00:00:00.0000000,Bleaching agent,RM04/0006,15040.0,0.259454025
6760,CHCZ,49613464,3020279990,2022-03-29T00:00:00.0000000,builder,RM20/0020,1247.0,1.4640768
6761,CHIT,486240,22-IT0319,2022-03-29T00:00:00.0000000,Alkalis,RM02/0002,24970.0,1.015
6762,CHIT,466470,22-IT0321,2022-03-29T00:00:00.0000000,non-ionic surfactant,RM12/0003,24960.0,1.905
6763,UNX,2891,20220025419,2022-03-29T00:00:00.0000000,Alkalis,RM02/0001,22037.959152365234,0.4228441049769289
6764,CHCZ,49613464,3020279990,2022-03-29T00:00:00.0000000,builder,RM20/0020,1249.0,1.4640768
6765,CHCZ,49613464,3020279990,2022-03-29T00:00:00.0000000,builder,RM20/0020,1249.0,1.4640768
6766,CHCZ,49613464,3020279990,2022-03-29T00:00:00.0000000,builder,RM20/0020,1248.0,1.4640768000000002
6767,CFH UK,500017,PINV23462,2022-03-29T00:00:00.0000000,builder,RM20/0020,26940.0,1.04000040307696
6768,CHCZ,27494942,100221503,2022-03-29T00:00:00.0000000,Bleaching agent,RM04/0006,1230.0,0.3026304
6769,CHCZ,27494942,100221503,2022-03-29T00:00:00.0000000,Bleaching agent,RM04/0006,1255.0,0.3026304
6770,CUK,501128,PINV109983,2022-03-29T00:00:00.0000000,builder,RM20/0015,26800.0,1.1800004573373202
6771,CHCZ,27494942,100221503,2022-03-29T00:00:00.0000000,Bleaching agent,RM04/0006,1238.0,0.3026304
6772,CFH UK,500521,PINV23344,2022-03-29T00:00:00.0000000,Alkalis,RM02/0001,27940.0,0.3482449579999999
6773,CHCZ,27494942,100221503,2022-03-29T00:00:00.0000000,Bleaching agent,RM04/0006,1253.0,0.3026304
6774,CHIT,494030,22-IT0326,2022-03-29T00:00:00.0000000,acid,RM01/0004,10080.0,1.08
6775,CHIT,464010,22-ITUE011,2022-03-29T00:00:00.0000000,builder,RM20/0020,26820.0,1.2
6776,CHBE,601046,PI22030381,2022-03-28T00:00:00.0000000,acid,RM01/0001,24900.0,1.1
6777,CHBE,602572,PI22030556,2022-03-28T00:00:00.0000000,non-ionic surfactant,RM12/0002,23140.0,1.965
6778,CFH UK,500265,PINV23340,2022-03-28T00:00:00.0000000,Bleaching agent,RM04/0006,25100.0,0.247922735
6779,CFH UK,500103,PINV23337,2022-03-28T00:00:00.0000000,acid,RM01/0007,26760.0,0.374766925
6780,CFH UK,500521,PINV23339,2022-03-28T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.3482449579999999
6781,CHBE,600025,PI22030586,2022-03-28T00:00:00.0000000,Alkalis,RM02/0001,28980.0,0.3229999999999999
6782,CHBE,602533,PI22030296,2022-03-25T00:00:00.0000000,acid,RM01/0001,27000.0,1.43136
6783,CHBE,601046,PI22030310,2022-03-25T00:00:00.0000000,acid,RM01/0001,24520.0,1.1
6784,CFH UK,500019,PINV23465,2022-03-25T00:00:00.0000000,builder,RM20/0020,1280.0,1.53366157
6785,CHBE,605684,PI22030300,2022-03-25T00:00:00.0000000,Alkalis,RM02/0001,27160.0,0.35
6786,CHBE,603108,PI22030535,2022-03-25T00:00:00.0000000,solvent,RM08/0017,25600.0,2.66
6787,CHBE,602572,PI22030566,2022-03-25T00:00:00.0000000,non-ionic surfactant,RM12/0003,19940.0,1.835
6788,CHBE,602533,PI22030298,2022-03-25T00:00:00.0000000,acid,RM01/0001,27020.0,1.4313601036269432
6789,CHBE,600848,PI22030288,2022-03-25T00:00:00.0000000,Bleaching agent,RM04/0001,28160.0,0.424
6790,CHBE,601392,PI22030289,2022-03-25T00:00:00.0000000,Alkalis,RM02/0002,28040.0,0.855
6791,CHBE,600025,PI22030299,2022-03-25T00:00:00.0000000,Alkalis,RM02/0001,28840.0,0.3229999999999999
6792,CHBE,601667,PI22030810,2022-03-25T00:00:00.0000000,Alkalis,RM02/0001,24760.0,0.355
6793,CHBE,602923,PI22030292,2022-03-25T00:00:00.0000000,non-ionic surfactant,RM12/0005,25380.0,2.138
6794,CHES,400090,FP22-00388,2022-03-24T00:00:00.0000000,fatty acid,RM14/0001,21.2,2.5198113207547173
6795,CHES,400138,FP22-00386,2022-03-24T00:00:00.0000000,Alkalis,RM02/0001,23720.0,0.42
6796,CHES,400149,FP22-00367,2022-03-24T00:00:00.0000000,Alkalis,RM02/0001,23720.0,0.435
6797,CHES,400090,FP22-00388,2022-03-24T00:00:00.0000000,Solvent,RM08/0010,290.0,0.75
6798,CHCZ,27494942,100221408,2022-03-24T00:00:00.0000000,Alkalis,RM02/0001,23880.0,0.4007808
6799,CHES,400011,FP22-00393,2022-03-24T00:00:00.0000000,Bleaching agent,RM04/0006,26760.0,0.175
6800,CHES,400041,FP22-00365,2022-03-24T00:00:00.0000000,anionic surfactant,RM10/0001,24260.0,0.715
6801,CHES,400042,FP22-00409,2022-03-24T00:00:00.0000000,builder,RM20/0015,5000.0,1.4499999999999995
6802,CHIT,489630,22-IT0297,2022-03-24T00:00:00.0000000,anionic surfactant,RM10/0002,2000.0,1.7800000000000005
6803,CHES,400011,FP22-00393,2022-03-24T00:00:00.0000000,Alkalis,RM02/0001,24000.0,0.42
6804,CHES,400011,FP22-00362,2022-03-24T00:00:00.0000000,Bleaching agent,RM04/0006,26480.0,0.175
6805,CFH UK,500521,PINV23215,2022-03-24T00:00:00.0000000,Alkalis,RM02/0001,26040.0,0.348244958
6806,CFH UK,500521,PINV23216,2022-03-24T00:00:00.0000000,Alkalis,RM02/0001,27920.0,0.348244958
6807,CHES,400149,FP22-00370,2022-03-24T00:00:00.0000000,acid,RM01/0004,8800.0,1.5099999999999998
6808,CFH UK,500265,PINV23218,2022-03-24T00:00:00.0000000,Bleaching agent,RM04/0006,25120.0,0.247922735
6809,CHCZ,27494942,100221441,2022-03-24T00:00:00.0000000,Bleaching agent,RM04/0006,1155.0,0.3026304
6810,CHCZ,27494942,100221441,2022-03-24T00:00:00.0000000,acid,RM01/0006,1499.0,4.232736
6811,CHCZ,27494942,100221441,2022-03-24T00:00:00.0000000,acid,RM01/0006,1499.0,4.232736
6812,CHCZ,27494942,100221441,2022-03-24T00:00:00.0000000,acid,RM01/0006,1502.0,4.232736
6813,CHES,400138,FP22-00387,2022-03-24T00:00:00.0000000,Alkalis,RM02/0001,24160.0,0.42
6814,CHES,400138,FP22-00385,2022-03-24T00:00:00.0000000,Bleaching agent,RM04/0001,23840.0,0.5
6815,CHIT,466600,22-IT0295,2022-03-23T00:00:00.0000000,acid,RM01/0006,26740.0,1.7
6816,CHIT,460380,22-IT0296,2022-03-23T00:00:00.0000000,builder,RM20/0001,7500.0,3.84
6817,CFH UK,500521,PINV23213,2022-03-23T00:00:00.0000000,Alkalis,RM02/0001,27980.0,0.348244958
6818,CHCZ,49613464,3020279449,2022-03-22T00:00:00.0000000,acid,RM01/0006,1496.0,3.47616
6819,CHCZ,27494942,100221439,2022-03-22T00:00:00.0000000,Alkalis,RM02/0002,1545.0,0.9896832
6820,CHCZ,27494942,100221439,2022-03-22T00:00:00.0000000,Alkalis,RM02/0002,1525.0,0.9896832
6821,CHCZ,27494942,100221439,2022-03-22T00:00:00.0000000,Alkalis,RM02/0002,1506.0,0.9896832
6822,CHBE,600700,PI22030209,2022-03-22T00:00:00.0000000,acid,RM01/0004,26000.0,1.2
6823,CHIT,466470,22-IT0292,2022-03-22T00:00:00.0000000,non-ionic surfactant,RM12/0008,760.0000000000001,3.42
6824,CFH UK,500521,PINV23200,2022-03-22T00:00:00.0000000,Alkalis,RM02/0001,28060.0,0.3482449580000001
6825,CHIT,466630,22-IT0289,2022-03-22T00:00:00.0000000,Alkalis,RM02/0001,30280.0,0.4047569352708058
6826,CFH UK,500521,PINV23201,2022-03-22T00:00:00.0000000,Alkalis,RM02/0001,27920.0,0.348244958
6827,CHBE,600848,PI22030457,2022-03-22T00:00:00.0000000,Bleaching agent,RM04/0001,27760.0,0.43
6828,CHIT,466630,22-IT0288,2022-03-22T00:00:00.0000000,Alkalis,RM02/0001,29860.0,0.3972618888144675
6829,CHCZ,49613464,3020279449,2022-03-22T00:00:00.0000000,acid,RM01/0006,1502.0,3.47616
6830,CHCZ,27494942,100221439,2022-03-22T00:00:00.0000000,Bleaching agent,RM04/0006,1177.0,0.3026304
6831,CHCZ,27494942,100221439,2022-03-22T00:00:00.0000000,Bleaching agent,RM04/0006,1232.0,0.3026304
6832,CHCZ,49613464,3020279449,2022-03-22T00:00:00.0000000,acid,RM01/0006,1501.0,3.47616
6833,CHCZ,27494942,100221439,2022-03-22T00:00:00.0000000,Bleaching agent,RM04/0006,1232.0,0.3026304
6834,CHBE,601046,PI22030225,2022-03-22T00:00:00.0000000,acid,RM01/0001,24960.0,1.1
6835,CHBE,600558,PI22030203,2022-03-22T00:00:00.0000000,fatty acid,RM14/0001,4386.0,1.796500227998176
6836,CHBE,601046,PI22030214,2022-03-22T00:00:00.0000000,acid,RM01/0001,24980.0,1.1
6837,CHBE,600005,PI22030806,2022-03-22T00:00:00.0000000,builder,RM20/0020,24780.0,1.15
6838,CHCZ,27494942,100221439,2022-03-22T00:00:00.0000000,Bleaching agent,RM04/0006,1253.0,0.3026304
6839,CHBE,602572,PI22030561,2022-03-22T00:00:00.0000000,non-ionic surfactant,RM12/0005,23480.0,2.128
6840,CHIT,466470,22-IT0286,2022-03-22T00:00:00.0000000,anionic surfactant,RM10/0001,10100.0,0.81
6841,CHBE,600025,PI22030585,2022-03-22T00:00:00.0000000,Alkalis,RM02/0001,28660.0,0.3229999999999999
6842,CHBE,600254,PI22030228,2022-03-22T00:00:00.0000000,acid,RM01/0006,23720.0,1.3749999999999998
6843,CHBE,601667,PI22030805,2022-03-22T00:00:00.0000000,acid,RM01/0007,5440.0,0.513
6844,CHBE,602572,PI22030565,2022-03-22T00:00:00.0000000,acid,RM01/0004,20020.0,1.15
6845,CHBE,600347,PI22030205,2022-03-22T00:00:00.0000000,solvent,RM08/0017,24940.0,2.8200000000000003
6846,CHBE,600021,PI22030804,2022-03-22T00:00:00.0000000,acid,RM01/0004,22060.0,1.33
6847,CHBE,600848,PI22030456,2022-03-22T00:00:00.0000000,Bleaching agent,RM04/0001,27700.0,0.486
6848,CHBE,600005,PI22030221,2022-03-22T00:00:00.0000000,builder,RM20/0015,26940.0,1.18
6849,CHBE,600916,PI22030997,2022-03-22T00:00:00.0000000,non-ionic surfactant,RM12/0002,24860.0,2.523
6850,CHCZ,27494942,100221439,2022-03-22T00:00:00.0000000,Bleaching agent,RM04/0006,1249.0,0.3026304
6851,CHBE,601392,PI22030208,2022-03-22T00:00:00.0000000,Alkalis,RM02/0001,24897.0,0.3329999598345181
6852,CHCZ,49613464,3020279449,2022-03-22T00:00:00.0000000,anionic surfactant,RM10/0001,824.0,0.633888
6853,CHBE,602533,PI22030194,2022-03-21T00:00:00.0000000,acid,RM01/0001,27020.0,1.468059955588453
6854,CFH UK,500521,PINV23206,2022-03-21T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.3482449579999999
6855,PLIWA,830075,PI2203050,2022-03-21T00:00:00.0000000,Alkalis,RM02/0001,9000.0,0.3947
6856,CHBE,600848,PI22030188,2022-03-21T00:00:00.0000000,Bleaching agent,RM04/0001,27680.0,0.424
6857,CUK,502381,PINV109795,2022-03-21T00:00:00.0000000,Alkalis,RM02/0001,27920.0,0.364388764
6858,CFH UK,500265,PINV23205,2022-03-21T00:00:00.0000000,Bleaching agent,RM04/0006,25140.0,0.247922735
6859,CFH UK,500017,PINV23316,2022-03-21T00:00:00.0000000,builder,RM20/0020,26520.0,1.19000046121306
6860,CHBE,602572,PI22030560,2022-03-21T00:00:00.0000000,non-ionic surfactant,RM12/0003,20180.0,1.835
6861,CHBE,602533,PI22030528,2022-03-21T00:00:00.0000000,acid,RM01/0001,27000.0,1.43136
6862,CHBE,602533,PI22030527,2022-03-21T00:00:00.0000000,acid,RM01/0001,27020.0,1.4313601036269432
6863,CFH UK,500116,PINV23306,2022-03-21T00:00:00.0000000,non-ionic surfactant,RM12/0003,1000.0,2.169035649
6864,CHBE,600848,PI22030164,2022-03-18T00:00:00.0000000,Bleaching agent,RM04/0001,27700.0,0.424
6865,CHBE,602572,PI22030564,2022-03-18T00:00:00.0000000,non-ionic surfactant,RM12/0003,15180.0,1.831
6866,CHBE,601046,PI22030161,2022-03-18T00:00:00.0000000,acid,RM01/0001,25180.0,1.1
6867,CHBE,600025,PI22030584,2022-03-18T00:00:00.0000000,Alkalis,RM02/0001,28780.0,0.3229999999999999
6868,CHBE,601046,PI22030068,2022-03-17T00:00:00.0000000,acid,RM01/0001,24940.0,1.1
6869,CHBE,602572,PI22030562,2022-03-17T00:00:00.0000000,non-ionic surfactant,RM12/0003,20100.0,1.7679999999999998
6870,CHCZ,49613464,3020279127,2022-03-17T00:00:00.0000000,builder,RM20/0020,1251.0,1.4640768000000002
6871,CHCZ,27494942,100221317,2022-03-17T00:00:00.0000000,Bleaching agent,RM04/0006,1275.0,0.3026304
6872,CHCZ,49613464,3020279127,2022-03-17T00:00:00.0000000,builder,RM20/0020,1248.0,1.4640768000000002
6873,CHBE,600848,PI22030072,2022-03-17T00:00:00.0000000,Bleaching agent,RM04/0001,27740.0,0.424
6874,CHCZ,49613464,3020279127,2022-03-17T00:00:00.0000000,builder,RM20/0020,1249.0,1.4640768
6875,CHBE,601392,PI22030086,2022-03-17T00:00:00.0000000,Alkalis,RM02/0001,24901.0,0.3329998795229108
6876,CHBE,600444,PI22030064,2022-03-17T00:00:00.0000000,anionic surfactant,RM10/0001,9980.0,0.705
6877,CFH UK,500564,PINV23119,2022-03-17T00:00:00.0000000,acid,RM01/0006,27100.000000000004,1.3491609299999998
6878,CHCZ,49613464,3020279127,2022-03-17T00:00:00.0000000,builder,RM20/0020,1249.0,1.4640768
6879,CHBE,602572,PI22030563,2022-03-17T00:00:00.0000000,non-ionic surfactant,RM12/0003,15080.0,1.831
6880,CHBE,602572,PI22030558,2022-03-17T00:00:00.0000000,non-ionic surfactant,RM12/0008,10220.0,2.091
6881,CHBE,600025,PI22030583,2022-03-17T00:00:00.0000000,Alkalis,RM02/0001,28180.0,0.3229999999999999
6882,CHBE,600558,PI22030080,2022-03-17T00:00:00.0000000,fatty acid,RM14/0001,2584.0,1.796501547987616
6883,CFH UK,500521,PINV23115,2022-03-17T00:00:00.0000000,Alkalis,RM02/0001,27920.0,0.348244958
6884,CHBE,600700,PI22030060,2022-03-17T00:00:00.0000000,acid,RM01/0004,26000.0,1.2
6885,CHCZ,27494942,100221317,2022-03-17T00:00:00.0000000,Bleaching agent,RM04/0006,1211.0,0.3026304
6886,CHBE,600848,PI22030061,2022-03-17T00:00:00.0000000,Bleaching agent,RM04/0001,27740.0,0.424
6887,CHCZ,27494942,100221317,2022-03-17T00:00:00.0000000,Bleaching agent,RM04/0006,1250.0,0.3026304
6888,CHBE,600848,PI22030050,2022-03-17T00:00:00.0000000,Bleaching agent,RM04/0001,27760.0,0.424
6889,CHCZ,27494942,100221317,2022-03-17T00:00:00.0000000,Bleaching agent,RM04/0006,1255.0,0.3026304
6890,CFH UK,500521,PINV23118,2022-03-17T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.3482449579999999
6891,CHBE,605684,PI22030792,2022-03-17T00:00:00.0000000,Alkalis,RM02/0001,26860.0,0.35
6892,CHBE,602572,PI22030559,2022-03-17T00:00:00.0000000,non-ionic surfactant,RM12/0002,22160.0,1.898
6893,CHBE,603108,PI22030520,2022-03-17T00:00:00.0000000,solvent,RM08/0017,26180.0,2.66
6894,CHIT,498950,22-IT0257,2022-03-16T00:00:00.0000000,Bleaching agent,RM04/0006,25600.0,0.18
6895,CHIT,498928,22-IT0274,2022-03-16T00:00:00.0000000,anionic surfactant,RM10/0002,3000.0,1.85
6896,CHBE,601046,PI22030039,2022-03-16T00:00:00.0000000,acid,RM01/0001,24780.0,1.1
6897,CHBE,602572,PI22030557,2022-03-16T00:00:00.0000000,non-ionic surfactant,RM12/0003,20140.0,1.7680000000000002
6898,CHBE,605684,PI22030040,2022-03-16T00:00:00.0000000,Bleaching agent,RM04/0006,28000.0,0.183
6899,CHBE,600848,PI22030038,2022-03-16T00:00:00.0000000,Bleaching agent,RM04/0001,27680.0,0.424
6900,CFH UK,500265,PINV23186,2022-03-16T00:00:00.0000000,Bleaching agent,RM04/0006,18120.0,0.247922735
6901,CHBE,602572,PI22030555,2022-03-16T00:00:00.0000000,acid,RM01/0004,20060.0,1.15
6902,CHIT,485620,22-IT0261,2022-03-16T00:00:00.0000000,non-ionic surfactant,RM12/0012,2850.0,3.05
6903,CFH UK,500521,PINV23126,2022-03-16T00:00:00.0000000,Alkalis,RM02/0001,28040.000000000004,0.3482449579999999
6904,CFH UK,500521,PINV23127,2022-03-16T00:00:00.0000000,Alkalis,RM02/0001,27800.000000000004,0.348244958
6905,CLOVER,BASF2,59549,2022-03-16T00:00:00.0000000,non-ionic surfactant,RM12/0008,20740.0,2.036425814
6906,CHIT,488930,22-IT0272,2022-03-16T00:00:00.0000000,builder,RM20/0001,5000.0,3.25
6907,CHBE,602572,PI22030104,2022-03-15T00:00:00.0000000,non-ionic surfactant,RM12/0003,15020.0,1.831
6908,CUK,500086,PINV109672,2022-03-15T00:00:00.0000000,builder,RM20/0001,3750.0,3.17110475
